Year,Country,ExportsFASValueBasisYtdDec,GenImportsCIFValBasisYtdDec
2012,Paraguay,1544078,1264080
2012,Uruguay,1799571,1529628
2012,Argentina,4787569,85079335
2012,Iceland,1174739,359249
2012,Sweden,3438897,30418930
2012,Norway,528101,437184
2012,Finland,83325,2260891
2012,Denmark,3540277,3150033
2012,United Kingdom,32622040,47159705
2012,Ireland,2703534,33239955
2012,Netherlands,28288406,295309832
2012,Belgium,5154700,130961016
2012,Luxembourg,66520,4854
2012,Andorra,0,2934
2012,Monaco,0,23101
2012,France,6348983,91043401
2012,Germany,29322563,414893742
2012,Austria,452553,12819792
2012,Czech Republic,286655,550498
2012,Slovakia,4673,1176830
2012,Hungary,219271,3988975
2012,Switzerland,4255630,121906868
2012,Estonia,480122,0
2012,Latvia,2086797,426027
2012,Lithuania,30231,711963
2012,Poland,1481741,31698618
2012,Russia,10553875,3972323
2012,Belarus,3959,1057453
2012,Ukraine,5814,2722600
2012,Armenia,201879,91606
2012,Azerbaijan,0,2348
2012,Georgia,0,144671
2012,Kazakhstan,12564,0
2012,Moldova,0,4720
2012,Uzbekistan,0,720945
2012,Spain,4846147,124643034
2012,Portugal,496974,1729176
2012,Malta,40000,0
2012,San Marino,4398,0
2012,Italy,3216769,118730217
2012,Croatia,102832,4119226
2012,Slovenia,0,11605
2012,Bosnia and Herzegovina,0,1656420
2012,Macedonia,0,260908
2012,Serbia,83142,1338808
2012,Kosovo,17784,69884
2012,Albania,0,1253721
2012,Greece,731923,4094005
2012,Romania,11280,650237
2012,Bulgaria,1265755,835505
2012,Turkey,1761632,29365714
2012,Cyprus,135093,123936
2012,Syria,2857,7103256
2012,Lebanon,1483209,2766534
2012,Iraq,2998,0
2012,Israel,5090888,24356656
2012,West Bank Administered by Israel,0,32253
2012,Jordan,2494521,1002865
2012,Kuwait,4123141,0
2012,Saudi Arabia,30274705,176355
2012,Qatar,2435054,0
2012,United Arab Emirates,23504184,981686
2012,Yemen,58601,1820899
2012,Oman,668435,59100
2012,Bahrain,1266745,0
2012,Afghanistan,144089,120467
2012,India,5001999,326130767
2012,Pakistan,263703,10848757
2012,Nepal,0,109712
2012,Bangladesh,3360,747932
2012,Sri Lanka,4073588,47240456
2012,Thailand,12970712,8399887
2012,Vietnam,8803005,759101559
2012,Laos,0,104938
2012,Cambodia,116380,25110
2012,Malaysia,30131480,205793208
2012,Singapore,56229700,32743398
2012,Indonesia,11521985,843598535
2012,Brunei,626748,0
2012,Philippines,45758011,3981568
2012,Macau,131648,20155
2012,Maldives,26117,0
2012,China,78985040,297092030
2012,Mongolia,96369,0
2012,"Korea, South",129447514,13094392
2012,Hong Kong,41842052,1868758
2012,Taiwan,41700252,9074946
2012,Japan,150242036,41068895
2012,Australia,35533209,669426
2012,Heard and McDonald Islands,0,14507
2012,Papua New Guinea,43364,104570023
2012,New Zealand,5181684,145865
2012,Cook Islands,90675,0
2012,Samoa,39605,0
2012,Vanuatu,0,5409
2012,New Caledonia,55408,0
2012,French Polynesia,1028970,514527
2012,Marshall Islands,69378,0
2012,Micronesia,49356,0
2012,Palau,147643,0
2012,Fiji,103498,749753
2012,Tonga,0,37708
2012,Morocco,81114,8047491
2012,Algeria,29792,0
2012,Tunisia,0,39532
2012,Egypt,1863360,9957463
2012,Western Sahara,0,99428
2012,Equatorial Guinea,133020,0
2012,Cameroon,5700,52969022
2012,Senegal,0,3554
2012,Guinea,0,221014
2012,Sierra Leone,25717,24200
2012,Cote d'Ivoire,4705945,760986974
2012,Ghana,492987,181707733
2012,Gambia,0,9969
2012,Togo,0,464808
2012,Nigeria,1185940,57649641
2012,Central African Republic,0,380610
2012,Benin,75000,0
2012,Angola,20950,0
2012,Congo (Brazzaville),0,393645
2012,Sao Tome and Principe,0,30816
2012,Liberia,82174,0
2012,Congo (Kinshasa),35414,1972104
2012,Burundi,0,4887196
2012,Rwanda,0,23414098
2012,Ethiopia,7936,77010756
2012,Djibouti,6426,1367924
2012,Uganda,41276,30143347
2012,Kenya,18605,67254860
2012,Tanzania,3285,28447218
2012,Mozambique,0,897686
2012,Madagascar,0,51152607
2012,Mayotte,43036,0
2012,Comoros,0,1972124
2012,South Africa,5066327,3900573
2012,Namibia,240591,0
2012,Zambia,0,412168
2012,Zimbabwe,0,3176726
2012,Malawi,0,7127004
2012,Lesotho,0,44300
2013,Canada,1790241302,1560154676
2013,Mexico,426061606,1053335083
2013,Guatemala,10613590,431107481
2013,Belize,4025718,69359
2013,El Salvador,12081115,94454363
2013,Honduras,5230804,165585204
2013,Nicaragua,2963031,170195385
2013,Costa Rica,19129145,208930919
2013,Panama,46808846,7193790
2013,Bermuda,3933284,0
2013,Bahamas,8029911,0
2013,Jamaica,7961331,7535733
2013,Turks and Caicos Islands,200254,0
2013,Cayman Islands,1343193,30216
2013,Haiti,295816,2849212
2013,Dominican Republic,12780012,71959572
2013,Anguilla,7312,0
2013,British Virgin Islands,352106,0
2013,St Kitts and Nevis,342066,0
2013,Antigua and Barbuda,687413,184723
2013,Montserrat,5091,0
2013,Dominica,542246,11970
2013,St Lucia,649827,49753
2013,St Vincent and the Grenadines,178676,0
2013,Grenada,144667,965773
2013,Barbados,3066632,61538
2013,Trinidad and Tobago,13522238,849530
2013,Sint Maarten,1778157,0
2013,Curacao,1320453,0
2013,Aruba,2938054,0
2013,Guadeloupe,61472,0
2013,Martinique,17134,0
2013,Colombia,35728280,1061724252
2013,Venezuela,41129853,8282788
2013,Guyana,904589,58443
2013,Suriname,493057,0
2013,Ecuador,9187711,206057219
2013,Peru,24316387,264199952
2013,Bolivia,7846187,4995088
2013,Chile,18934439,8364228
2013,Brazil,30713960,1348130731
2013,Paraguay,791532,790139
2013,Uruguay,2860652,1155653
2013,Argentina,5310461,93937589
2013,Iceland,1435305,464604
2013,Sweden,3373833,23207689
2013,Norway,611927,287766
2013,Finland,3726517,3804022
2013,Denmark,3202356,4212369
2013,United Kingdom,36178395,50035645
2013,Ireland,1455024,33521960
2013,Netherlands,26890813,236579000
2013,Belgium,4401835,133100702
2013,Luxembourg,98997,286447
2013,France,8096692,85043934
2013,Germany,18948457,411013681
2013,Austria,711116,12143291
2013,Czech Republic,135442,559304
2013,Slovakia,13503,74432
2013,Hungary,702294,1366916
2013,Switzerland,1886179,109448076
2013,Estonia,2115508,0
2013,Latvia,2488244,397973
2013,Lithuania,80483,771005
2013,Poland,938173,38758957
2013,Russia,12364220,4382994
2013,Belarus,93951,1308131
2013,Ukraine,285268,3014659
2013,Armenia,145776,78678
2013,Azerbaijan,9098,9179
2013,Georgia,60048,6979
2013,Kazakhstan,289528,0
2013,Kyrgyzstan,0,240677
2013,Tajikistan,0,3175
2013,Uzbekistan,0,2059981
2013,Spain,1449392,104033405
2013,Portugal,412491,1981343
2013,Malta,36267,0
2013,San Marino,6102,4679
2013,Italy,2618289,129626261
2013,Croatia,80850,3529824
2013,Slovenia,458929,20099
2013,Bosnia and Herzegovina,0,1705838
2013,Macedonia,0,330191
2013,Serbia,54009,1257551
2013,Kosovo,0,61460
2013,Albania,0,1078998
2013,Greece,468847,3991590
2013,Romania,0,455925
2013,Bulgaria,800902,890806
2013,Turkey,1579343,43585314
2013,Cyprus,34811,112012
2013,Syria,0,4469534
2013,Lebanon,1688307,3695332
2013,Iraq,23983,0
2013,Israel,5144189,21676335
2013,West Bank Administered by Israel,0,49942
2013,Jordan,4248645,1292461
2013,Kuwait,6282137,0
2013,Saudi Arabia,35846203,141677
2013,Qatar,2399879,0
2013,United Arab Emirates,27652508,2461475
2013,Yemen,44577,1344606
2013,Oman,667154,41357
2013,Bahrain,1250231,0
2013,Afghanistan,268798,244756
2013,India,7477809,309891916
2013,Pakistan,456603,10837105
2013,Nepal,81250,205928
2013,Bangladesh,34500,755608
2013,Sri Lanka,5288253,52847180
2013,Burma,6570,73384
2013,Thailand,12826082,11045075
2013,Vietnam,9045082,700424709
2013,Laos,0,1597018
2013,Cambodia,598742,22940
2013,Malaysia,23525819,180343362
2013,Singapore,57551485,26745822
2013,Indonesia,15227997,715534439
2013,Timor-Leste,0,31629
2013,Brunei,491209,19768
2013,Philippines,52450765,12500883
2013,Macau,111864,0
2013,Maldives,33204,0
2013,China,76099223,309600063
2013,Mongolia,141712,0
2013,"Korea, South",146106928,14095141
2013,Hong Kong,47929377,2607914
2013,Taiwan,38565546,11027776
2013,Japan,155486961,45581515
2013,Australia,53195803,795356
2013,Papua New Guinea,70832,69318572
2013,New Zealand,5508821,77063
2013,Cook Islands,189112,0
2013,Samoa,21815,0
2013,Vanuatu,8700,0
2013,New Caledonia,113410,0
2013,French Polynesia,861483,464767
2013,Marshall Islands,118932,0
2013,Micronesia,53165,0
2013,Palau,172920,0
2013,Fiji,93048,1007741
2013,Tonga,0,142592
2013,Morocco,230508,9352958
2013,Algeria,115231,0
2013,Tunisia,54919,17307
2013,Libya,57884,0
2013,Egypt,1105417,11180458
2013,Sudan,3449,0
2013,Equatorial Guinea,118019,0
2013,Cameroon,3600,25935336
2013,Senegal,0,16767
2013,Guinea,15156,148468
2013,Sierra Leone,22882,17784
2013,Cote d'Ivoire,0,834008214
2013,Ghana,369630,185554125
2013,Gambia,0,18316
2013,Togo,0,1626998
2013,Nigeria,1080028,32883301
2013,Gabon,4950,0
2013,Burkina Faso,0,125252
2013,Benin,3739,0
2013,Angola,106408,0
2013,Congo (Brazzaville),0,105610
2013,Sao Tome and Principe,0,71346
2013,Liberia,40643,59546
2013,Congo (Kinshasa),0,2745514
2013,Burundi,0,4253682
2013,Rwanda,0,17446526
2013,Ethiopia,5870,82605275
2013,Djibouti,47155,327865
2013,Uganda,14528,38912115
2013,Kenya,68443,51274760
2013,British Indian Ocean Territories,7870,0
2013,Tanzania,12533,25094112
2013,Mozambique,0,923179
2013,Madagascar,0,55952518
2013,Comoros,0,2801297
2013,South Africa,4599403,5556894
2013,Namibia,256000,0
2013,Zambia,0,72751
2013,Swaziland,2829,0
2013,Zimbabwe,0,2609688
2013,Malawi,0,10284579
2014,Canada,1964198509,1678320432
2014,Mexico,405558442,952393744
2014,Guatemala,13391088,376828866
2014,Belize,1707444,131338
2014,El Salvador,18638991,50890211
2014,Honduras,8937379,206337998
2014,Nicaragua,5054740,235217694
2014,Costa Rica,18685214,197282785
2014,Panama,49186321,7951337
2014,Bermuda,3921431,0
2014,Bahamas,7189205,0
2014,Jamaica,7368783,7431836
2014,Turks and Caicos Islands,258554,0
2014,Cayman Islands,1582377,0
2014,Haiti,498809,5865355
2014,Dominican Republic,14128897,88317459
2014,Anguilla,34048,0
2014,British Virgin Islands,313567,7083
2014,St Kitts and Nevis,459871,0
2014,Antigua and Barbuda,661056,0
2014,Montserrat,6298,0
2014,Dominica,138660,26563
2014,St Lucia,505876,87602
2014,St Vincent and the Grenadines,140987,0
2014,Grenada,308879,945290
2014,Barbados,3943185,49260
2014,Trinidad and Tobago,14336674,735625
2014,Sint Maarten,1911475,0
2014,Curacao,1442726,0
2014,Aruba,2995636,0
2014,Guadeloupe,226039,0
2014,Martinique,57278,0
2014,Colombia,33862175,1288424750
2014,Venezuela,22101787,6837898
2014,Guyana,1433052,191522
2014,Suriname,997141,0
2014,Ecuador,10269517,293417849
2014,Peru,30376986,316778460
2014,Bolivia,10033689,5399746
2014,Chile,24645720,11068043
2014,Brazil,55511751,1641038529
2014,Paraguay,1381867,608051
2014,Uruguay,3128055,1012085
2014,Argentina,5391515,92313026
2014,Iceland,1854814,416883
2014,Sweden,3795431,26700630
2014,Norway,907640,736532
2014,Finland,6801433,4093754
2014,Denmark,2634973,7743998
2014,United Kingdom,44567992,42919140
2014,Ireland,2003862,42655482
2014,Netherlands,40186393,202557244
2014,Belgium,4128207,143415108
2014,Luxembourg,131662,272519
2014,Monaco,0,66866
2014,France,6929653,77052421
2014,Germany,20756668,396031400
2014,Austria,439120,13537553
2014,Czech Republic,868348,3117705
2014,Slovakia,0,144148
2014,Hungary,449376,1217087
2014,Switzerland,1811009,125316717
2014,Estonia,2736215,0
2014,Latvia,2717107,505139
2014,Lithuania,0,819619
2014,Poland,201008,39755619
2014,Russia,12690654,4492984
2014,Belarus,551381,612519
2014,Ukraine,598523,2675778
2014,Armenia,147139,102645
2014,Azerbaijan,39289,0
2014,Georgia,76350,157583
2014,Kazakhstan,533625,0
2014,Moldova,0,38689
2014,Tajikistan,24486,3300
2014,Turkmenistan,85162,0
2014,Uzbekistan,3980,1067660
2014,Spain,5627434,85746696
2014,Portugal,284548,2634627
2014,Malta,46788,0
2014,Italy,3253618,140111407
2014,Croatia,18260,2344655
2014,Slovenia,0,10360
2014,Bosnia and Herzegovina,0,1790679
2014,Macedonia,0,296456
2014,Serbia,0,1341096
2014,Kosovo,0,154691
2014,Albania,0,886466
2014,Greece,875716,4284425
2014,Romania,11980,154097
2014,Bulgaria,249940,915961
2014,Turkey,3602741,43773863
2014,Cyprus,66110,59057
2014,Syria,0,4024293
2014,Lebanon,1809851,3972935
2014,Iraq,141110,15264
2014,Iran,253970,0
2014,Israel,8309934,25206676
2014,West Bank Administered by Israel,0,79667
2014,Jordan,5595032,1462885
2014,Kuwait,7268732,0
2014,Saudi Arabia,38988270,172927
2014,Qatar,1992161,0
2014,United Arab Emirates,38093372,5187158
2014,Yemen,79850,1451975
2014,Oman,802170,506643
2014,Bahrain,1345446,0
2014,Afghanistan,39769,111169
2014,India,11556696,338709933
2014,Pakistan,516378,13909310
2014,Nepal,142092,230475
2014,Bangladesh,26583,905456
2014,Sri Lanka,6708688,59650679
2014,Burma,0,177923
2014,Thailand,13836455,13187175
2014,Vietnam,14054963,838209112
2014,Laos,0,4413972
2014,Cambodia,299174,9347
2014,Malaysia,49189527,229015172
2014,Singapore,55414660,29937857
2014,Indonesia,16024125,769432159
2014,Timor-Leste,0,121946
2014,Brunei,637194,0
2014,Philippines,52584491,14238341
2014,Macau,171500,0
2014,Maldives,40030,0
2014,China,61688742,331776623
2014,Mongolia,248783,0
2014,"Korea, South",134269537,13594011
2014,Hong Kong,44198751,1949715
2014,Taiwan,46264348,10823773
2014,Japan,139325526,42076901
2014,Australia,66697471,1601190
2014,Papua New Guinea,17848,86703007
2014,New Zealand,7447845,284083
2014,Cook Islands,118782,0
2014,Samoa,78212,0
2014,Vanuatu,15740,0
2014,Kiribati,5000,0
2014,New Caledonia,58433,0
2014,French Polynesia,915354,607689
2014,Marshall Islands,119136,0
2014,Micronesia,28864,0
2014,Palau,122377,0
2014,Fiji,85422,1294820
2014,Tonga,0,51426
2014,Morocco,192123,9799351
2014,Algeria,825095,0
2014,Tunisia,108748,0
2014,Libya,47627,0
2014,Egypt,1933972,8555170
2014,Equatorial Guinea,77799,0
2014,Cameroon,0,19411611
2014,Senegal,0,21634
2014,Guinea,11194,101149
2014,Sierra Leone,125491,0
2014,Cote d'Ivoire,0,964901356
2014,Ghana,102000,197339155
2014,Gambia,0,2011
2014,Togo,0,1839975
2014,Nigeria,970541,65686212
2014,Benin,1480000,0
2014,Angola,45138,0
2014,Congo (Brazzaville),0,420443
2014,Sao Tome and Principe,0,84261
2014,Liberia,15311,56571
2014,Congo (Kinshasa),52416,6348760
2014,Burundi,0,4369855
2014,Rwanda,0,24629340
2014,Ethiopia,72239,96093843
2014,Djibouti,22356,769190
2014,Uganda,0,30780066
2014,Kenya,71092,64987480
2014,Seychelles,2716,0
2014,British Indian Ocean Territories,9050,0
2014,Tanzania,9794,22070806
2014,Mauritius,57250,0
2014,Madagascar,0,79028614
2014,Mayotte,9939,0
2014,Comoros,0,2002342
2014,South Africa,3963028,4484775
2014,Namibia,267084,72694
2014,Zambia,0,411290
2014,Zimbabwe,0,3141056
2014,Malawi,0,17452530
2015,Canada,1801926770,1865382174
2015,Mexico,356453873,924929166
2015,Guatemala,16929783,340014462
2015,Belize,4671071,210176
2015,El Salvador,21637761,78796833
2015,Honduras,10198132,221836135
2015,Nicaragua,4877484,239393914
2015,Costa Rica,23571510,181329297
2015,Panama,41803279,7671810
2015,Bermuda,4525736,0
2015,Bahamas,9161161,0
2015,Jamaica,6129627,11163222
2015,Turks and Caicos Islands,296418,0
2015,Cayman Islands,1760392,0
2015,Haiti,504892,4185514
2015,Dominican Republic,16952025,94358757
2015,Anguilla,14588,0
2015,British Virgin Islands,386052,0
2015,St Kitts and Nevis,515966,0
2015,Antigua and Barbuda,570612,0
2015,Montserrat,7844,0
2015,Dominica,286692,0
2015,St Lucia,609985,55895
2015,St Vincent and the Grenadines,94378,0
2015,Grenada,288116,1729680
2015,Barbados,4687318,107488
2015,Trinidad and Tobago,15182958,985131
2015,Sint Maarten,1826872,0
2015,Curacao,2406740,0
2015,Aruba,3158928,0
2015,Guadeloupe,82918,0
2015,Colombia,26202219,1358240026
2015,Venezuela,13977165,14607689
2015,Guyana,1679964,100724
2015,Suriname,1106833,0
2015,Ecuador,6298706,342502503
2015,Peru,23137582,283960944
2015,Bolivia,7792122,3294839
2015,Chile,23429012,11131302
2015,Brazil,36676379,1721224941
2015,Paraguay,1432566,1122512
2015,Uruguay,6193162,648494
2015,Argentina,6427342,89927291
2015,Iceland,1587488,755907
2015,Sweden,3465192,8516767
2015,Norway,738599,513164
2015,Finland,627835,4002556
2015,Denmark,2318005,10606228
2015,United Kingdom,66754120,44408198
2015,Ireland,2518179,39415167
2015,Netherlands,25750852,176867198
2015,Belgium,9700241,136963932
2015,Luxembourg,0,365101
2015,Monaco,0,54051
2015,France,3050597,79345827
2015,Germany,17498968,344363494
2015,Austria,936213,11650749
2015,Czech Republic,689513,2903743
2015,Slovakia,109791,74329
2015,Hungary,478635,1106272
2015,Switzerland,2876511,182728015
2015,Estonia,353287,170302
2015,Latvia,1905607,1219054
2015,Lithuania,21947,1038264
2015,Poland,536324,43170226
2015,Russia,14893771,4728870
2015,Belarus,0,618235
2015,Ukraine,1037432,2893101
2015,Armenia,91830,26600
2015,Azerbaijan,3585,0
2015,Georgia,142546,19746
2015,Kazakhstan,394609,0
2015,Kyrgyzstan,9808,0
2015,Moldova,3309,139576
2015,Tajikistan,0,5411
2015,Uzbekistan,0,1087435
2015,Spain,2428491,97037379
2015,Portugal,341870,2632502
2015,Gibraltar,4330,0
2015,Malta,11178,0
2015,Italy,2105288,155585542
2015,Croatia,0,1666065
2015,Slovenia,0,12989
2015,Bosnia and Herzegovina,45678,1743938
2015,Macedonia,0,286752
2015,Serbia,0,1028564
2015,Kosovo,0,120046
2015,Albania,0,565221
2015,Greece,763203,4558828
2015,Romania,2850,669097
2015,Bulgaria,544000,2328635
2015,Turkey,3180339,38670878
2015,Cyprus,36485,26942
2015,Syria,0,2081560
2015,Lebanon,2641844,3167666
2015,Iraq,104261,0
2015,Israel,9944545,23462077
2015,West Bank Administered by Israel,0,95258
2015,Jordan,6139858,2166838
2015,Kuwait,6103166,0
2015,Saudi Arabia,47723851,204414
2015,Qatar,2784642,0
2015,United Arab Emirates,43508369,4175942
2015,Yemen,0,1494904
2015,Oman,958598,112186
2015,Bahrain,2330377,0
2015,Afghanistan,124971,196380
2015,India,13180033,410195807
2015,Pakistan,652090,14590767
2015,Nepal,83706,213116
2015,Bangladesh,369464,1072316
2015,Sri Lanka,2132628,66365947
2015,Burma,0,519163
2015,Thailand,24607960,13775090
2015,Vietnam,10625555,709862240
2015,Laos,0,5644680
2015,Cambodia,478656,35750
2015,Malaysia,31421385,164683159
2015,Singapore,49641271,29328888
2015,Indonesia,20642752,890663252
2015,Timor-Leste,0,3111727
2015,Brunei,566687,12615
2015,Philippines,58280630,11891168
2015,Macau,170287,0
2015,Maldives,56427,0
2015,China,54458013,349897468
2015,Mongolia,258596,0
2015,"Korea, South",119019879,13774566
2015,Hong Kong,51623972,1605106
2015,Taiwan,53480384,12310439
2015,Japan,145464918,48466346
2015,Australia,60798240,1763697
2015,Cocos (Keeling) Islands,0,14170
2015,Papua New Guinea,3673,79657762
2015,New Zealand,9537888,229346
2015,Cook Islands,158956,0
2015,Samoa,48188,0
2015,Solomon Islands,0,200896
2015,Vanuatu,15124,55000
2015,New Caledonia,58748,0
2015,French Polynesia,1088047,848328
2015,Marshall Islands,112890,0
2015,Micronesia,46561,0
2015,Palau,173490,0
2015,Fiji,105430,2384928
2015,Tonga,0,53882
2015,Morocco,619535,9204396
2015,Algeria,459480,0
2015,Tunisia,3923,0
2015,Egypt,2165500,10110145
2015,Equatorial Guinea,59304,0
2015,Mauritania,6548,0
2015,Cameroon,4498,18148169
2015,Senegal,44800,8745
2015,Guinea,0,132917
2015,Sierra Leone,240024,4119
2015,Cote d'Ivoire,30934,944410498
2015,Ghana,314570,226256319
2015,Gambia,4800,26513
2015,Niger,120000,0
2015,Nigeria,721338,15999187
2015,Benin,84000,0
2015,Angola,76531,0
2015,Congo (Brazzaville),4545,397568
2015,Cabo Verde,0,203575
2015,Sao Tome and Principe,0,73704
2015,Liberia,171251,16451
2015,Congo (Kinshasa),0,7462293
2015,Burundi,0,8627765
2015,Rwanda,0,24597887
2015,Ethiopia,0,129794546
2015,Djibouti,57412,1133932
2015,Uganda,0,26722181
2015,Kenya,209973,65751516
2015,Seychelles,3402,0
2015,Tanzania,15725,30447351
2015,Mauritius,94154,546214
2015,Madagascar,0,126080997
2015,Comoros,0,1082242
2015,South Africa,3237101,4818121
2015,Zambia,0,145427
2015,Zimbabwe,0,2961529
2015,Malawi,0,9705726
2016,Greenland,0,0
2016,Canada,1832939537,2044125619
2016,Mexico,364287834,871482926
2016,Guatemala,18571589,273685364
2016,Belize,3796781,324918
2016,El Salvador,19622008,52778749
2016,Honduras,9656325,248153587
2016,Nicaragua,4074763,262199518
2016,Costa Rica,22945204,186821971
2016,Panama,33842037,7282623
2016,Bermuda,3982228,0
2016,Bahamas,8447784,0
2016,Cuba,3190857,0
2016,Jamaica,6343135,9821899
2016,Turks and Caicos Islands,367886,0
2016,Cayman Islands,2174626,9465
2016,Haiti,513482,1533512
2016,Dominican Republic,17979406,61531462
2016,Anguilla,21034,0
2016,British Virgin Islands,627553,0
2016,St Kitts and Nevis,270734,0
2016,Antigua and Barbuda,719511,0
2016,Dominica,203932,0
2016,St Lucia,534492,29804
2016,St Vincent and the Grenadines,44797,0
2016,Grenada,351285,1279883
2016,Barbados,4118930,43393
2016,Trinidad and Tobago,13297976,1217295
2016,Sint Maarten,1762017,0
2016,Curacao,2778189,0
2016,Aruba,2621507,0
2016,Guadeloupe,33479,0
2016,Colombia,27136106,1237588524
2016,Venezuela,4339317,2894427
2016,Guyana,1573322,183774
2016,Suriname,401506,0
2016,French Guiana,25675,0
2016,Ecuador,5270371,218458380
2016,Peru,23836607,329437819
2016,Bolivia,8844967,3251256
2016,Chile,27472450,14059015
2016,Brazil,40075411,1406964598
2016,Paraguay,1462303,2282179
2016,Uruguay,8359444,348754
2016,Argentina,7464463,80879486
2016,Iceland,1188154,846350
2016,Sweden,3257843,11022258
2016,Norway,749130,479194
2016,Finland,225080,4605644
2016,Denmark,1971638,10498096
2016,United Kingdom,77703591,58316814
2016,Ireland,2801141,37011335
2016,Netherlands,27440937,241498349
2016,Belgium,22039793,152794512
2016,Luxembourg,47579,135898
2016,France,5583800,88621948
2016,Germany,31450803,347075753
2016,Austria,1224076,11388138
2016,Czech Republic,1150108,946897
2016,Slovakia,63146,151259
2016,Hungary,258494,1653346
2016,Switzerland,2955668,188124508
2016,Estonia,4220861,7565
2016,Latvia,3655491,473456
2016,Lithuania,9253,1444501
2016,Poland,923412,50716264
2016,Russia,17062732,5156063
2016,Belarus,152888,772784
2016,Ukraine,515163,2816285
2016,Armenia,44893,64057
2016,Azerbaijan,11525,7303
2016,Georgia,67834,35282
2016,Kazakhstan,79471,0
2016,Kyrgyzstan,483580,0
2016,Moldova,5245,156739
2016,Tajikistan,0,2804
2016,Uzbekistan,11795,1421277
2016,Spain,2133427,102014842
2016,Portugal,353217,3075684
2016,Malta,15000,0
2016,San Marino,17100,0
2016,Italy,2602136,158812941
2016,Croatia,0,2168491
2016,Slovenia,73289,10121
2016,Bosnia and Herzegovina,0,1763126
2016,Macedonia,0,203170
2016,Serbia,122911,1433411
2016,Kosovo,0,13279
2016,Albania,0,190501
2016,Greece,465797,3756100
2016,Romania,21038,904106
2016,Bulgaria,710000,2335267
2016,Turkey,3681868,49211303
2016,Cyprus,83999,106904
2016,Syria,0,2835613
2016,Lebanon,2527263,4235921
2016,Iraq,270143,0
2016,Iran,2323808,424867
2016,Israel,12433780,25307355
2016,West Bank Administered by Israel,0,47988
2016,Jordan,4174321,2569594
2016,Kuwait,6692278,0
2016,Saudi Arabia,46066421,30813
2016,Qatar,3190932,2758
2016,United Arab Emirates,43136459,6287383
2016,Yemen,12729,2158336
2016,Oman,1322360,73506
2016,Bahrain,2058656,0
2016,Afghanistan,400445,258961
2016,India,16681840,393982072
2016,Pakistan,950372,17854429
2016,Nepal,2108020,265992
2016,Bangladesh,66882,773417
2016,Sri Lanka,683575,67998991
2016,Burma,11951,637407
2016,Thailand,22988449,18512588
2016,Vietnam,17123060,892155970
2016,Laos,20520,4304106
2016,Cambodia,629477,115654
2016,Malaysia,27650499,144462253
2016,Singapore,45407543,28146152
2016,Indonesia,47784775,793383026
2016,Timor-Leste,0,5100777
2016,Brunei,939574,121886
2016,Philippines,63357224,9727093
2016,Macau,88560,0
2016,Maldives,95172,0
2016,China,54569357,358559942
2016,Mongolia,132285,0
2016,"Korea, South",143280229,14002266
2016,Hong Kong,49074031,2274405
2016,Taiwan,47615275,14130440
2016,Japan,139251600,58400155
2016,Australia,50433956,4174694
2016,Christmas Island,11472,0
2016,Papua New Guinea,2977,82213845
2016,New Zealand,8177248,47093
2016,Cook Islands,193461,0
2016,Samoa,79099,0
2016,Solomon Islands,0,106611
2016,Vanuatu,13185,0
2016,New Caledonia,172256,0
2016,French Polynesia,946777,1101311
2016,Marshall Islands,173541,0
2016,Micronesia,157012,3845
2016,Palau,119232,0
2016,Fiji,182021,1400869
2016,Tonga,45376,58648
2016,Morocco,350490,10597516
2016,Algeria,883850,0
2016,Tunisia,123241,93284
2016,Libya,9423,0
2016,Egypt,1384466,12522938
2016,South Sudan,0,6505
2016,Equatorial Guinea,59620,0
2016,Cameroon,0,24186891
2016,Senegal,0,4673
2016,Guinea,2600,2042156
2016,Sierra Leone,275500,0
2016,Cote d'Ivoire,3011,1063669163
2016,Ghana,1528525,233360723
2016,Niger,0,74294
2016,Togo,0,320896
2016,Nigeria,472218,9541499
2016,Central African Republic,0,380507
2016,Benin,100000,14520
2016,Angola,16641,44266
2016,Congo (Brazzaville),0,141204
2016,Cabo Verde,0,57843
2016,Sao Tome and Principe,0,59098
2016,Liberia,260443,32265
2016,Congo (Kinshasa),0,6764953
2016,Burundi,0,6224588
2016,Rwanda,13549,18354480
2016,Ethiopia,0,100845670
2016,Djibouti,30017,665240
2016,Uganda,0,25875684
2016,Kenya,70137,66991530
2016,Seychelles,9999,0
2016,Tanzania,66853,21969054
2016,Mauritius,548558,700292
2016,Mozambique,0,250870
2016,Madagascar,1091999,233302526
2016,Comoros,74320,2529136
2016,South Africa,2549052,5316074
2016,Namibia,42484,66388
2016,Zambia,23375,540721
2016,Swaziland,70043,0
2016,Zimbabwe,0,3993967
2016,Malawi,49830,22993795
