"Country","Year","Cocoa","Tea","Chocolate","Spices","Coffee"
"Hungary",1996,0,26509,824664,560439,0
"Hungary",1997,0,25388,1558556,373636,0
"Hungary",1998,0,0,1739186,284858,0
"Hungary",1999,0,0,662748,343800,0
"Hungary",2000,0,0,674444,308581,0
"Hungary",2001,9941,0,619118,341021,0
"Hungary",2002,0,0,398079,380056,0
"Hungary",2003,21810,4116,925797,463291,99141
"Hungary",2004,28647,0,1014841,328248,0
"Hungary",2005,15044,0,599686,361328,0
"Hungary",2006,0,4930,337681,288452,0
"Hungary",2007,0,0,351031,642118,41630
"Hungary",2008,0,0,559845,528704,0
"Hungary",2009,0,0,1083215,326146,0
"Hungary",2010,0,0,1023705,557754,0
"Hungary",2011,0,11545,2271876,633645,0
"Hungary",2012,0,0,3433824,555151,0
"Hungary",2013,0,15874,966921,384121,0
"Hungary",2014,0,8254,736795,472038,0
"Hungary",2015,0,6686,667401,432185,0
"Hungary",2016,2491,0,1147604,454787,48464
"Iceland",1998,0,0,0,150220,0
"Iceland",1999,0,0,0,25000,56333
"Iceland",2001,0,0,0,2719,0
"Iceland",2002,0,0,0,13189,34988
"Iceland",2005,0,0,2516,0,0
"Iceland",2006,0,0,56604,0,0
"Iceland",2007,0,0,134686,0,0
"Iceland",2008,0,0,182324,146345,0
"Iceland",2009,0,0,237863,0,0
"Iceland",2010,0,0,305500,0,0
"Iceland",2011,0,0,509937,0,0
"Iceland",2012,0,0,355134,0,4115
"Iceland",2013,0,0,464604,0,0
"Iceland",2014,0,0,393546,0,23337
"Iceland",2015,0,0,755907,0,0
"Iceland",2016,0,0,846350,0,0
"India",1996,77616,13001763,28340,71918586,46562006
"India",1997,1128664,18714915,37740,107640384,42546386
"India",1998,0,22137945,36407,107860268,41217596
"India",1999,830271,21644495,61961,151850099,22042643
"India",2000,88268,22849816,83633,97034458,36857125
"India",2001,533771,24441141,148594,64233202,11228128
"India",2002,97777,24846014,274028,56197642,4632584
"India",2003,43155,31136702,126579,50513807,3949453
"India",2004,378309,30643498,158706,58925299,8226641
"India",2005,459063,39453235,201782,55918153,5100977
"India",2006,408866,45539059,305109,72477390,9530267
"India",2007,280420,42216260,398368,129670399,9109261
"India",2008,3581100,52451566,534092,140127456,8714396
"India",2009,3009451,53785995,640867,102450162,9253908
"India",2010,6429287,63392228,936514,127280739,19077210
"India",2011,3741183,68948961,378641,183000430,30244891
"India",2012,2271396,62100464,817484,219639615,41301808
"India",2013,7389789,72475450,348375,189751875,39926427
"India",2014,35442050,70094744,869942,194036440,38266757
"India",2015,36188532,68366228,572021,272331192,32737834
"India",2016,30974210,69126286,1539512,256665877,35676187
"Indonesia",1996,196884338,14927673,1742,108916750,139011562
"Indonesia",1997,267743745,12203525,27591,116389452,166267491
"Indonesia",1998,276416873,17551271,5511,132715128,159679833
"Indonesia",1999,247688396,11615244,206126,105568691,87395692
"Indonesia",2000,156666367,8734854,73647,138330802,75798464
"Indonesia",2001,189267587,8193236,39571,112548611,67764793
"Indonesia",2002,211131430,6882579,23968,85492484,78292460
"Indonesia",2003,265208814,6812208,76325,125169740,101274748
"Indonesia",2004,239802882,7989238,6379,77538136,147201289
"Indonesia",2005,266365794,8871670,64779,55590864,198899114
"Indonesia",2006,268197942,9709996,38094,64035236,235094575
"Indonesia",2007,204026745,11293473,14014,97082893,217836615
"Indonesia",2008,255072508,10749770,39257,137520647,249925959
"Indonesia",2009,359430449,12044265,263032,106511607,210671541
"Indonesia",2010,463685105,13436251,94329,153836696,245471105
"Indonesia",2011,215707769,12842452,177398,189431981,336223734
"Indonesia",2012,164468585,10262749,129095,249109203,419628903
"Indonesia",2013,181865269,10233172,209229,223731622,299495147
"Indonesia",2014,257342158,8917742,336669,169336268,333499322
"Indonesia",2015,281897522,7201165,174268,252432738,348957559
"Indonesia",2016,248104332,9427227,225389,222408263,313217815
"Iran",2000,0,0,0,47133,0
"Iran",2001,0,0,0,318961,2695
"Iran",2002,0,0,0,323507,0
"Iran",2003,0,14465,10619,437214,0
"Iran",2004,0,28311,0,475430,0
"Iran",2005,0,5757,0,1977794,0
"Iran",2006,0,0,0,713295,0
"Iran",2007,0,14550,0,232962,0
"Iran",2008,0,4495,16603,517519,0
"Iran",2009,0,0,0,526124,0
"Iran",2010,0,3074,0,700454,0
"Iran",2016,0,31468,5269,388130,0
"Iraq",2014,0,0,0,15264,0
"Ireland",1996,0,440924,5304114,0,56841
"Ireland",1997,0,591515,7961971,42400,4910
"Ireland",1998,0,644251,9547836,0,204129
"Ireland",1999,0,671957,11297572,0,166644
"Ireland",2000,0,842087,10646756,0,262413
"Ireland",2001,3654,861486,14591705,0,291382
"Ireland",2002,106650,888029,14687223,0,208949
"Ireland",2003,2291,970501,12051584,3120,177459
"Ireland",2004,4976,1096904,16563250,13034,165888
"Ireland",2005,2825,1203684,22848078,83707,33728
"Ireland",2006,3621,1286676,31159109,92519,12200
"Ireland",2007,4322,1514985,24920807,111242,12413
"Ireland",2008,0,1380764,31383567,120732,43751
"Ireland",2009,0,1420339,25903724,116711,15821
"Ireland",2010,0,1326874,13874307,117501,20084
"Ireland",2011,0,1645134,26068842,75376,84710
"Ireland",2012,0,2223439,30628039,173232,215245
"Ireland",2013,0,2777655,30338519,36494,369292
"Ireland",2014,0,3640658,38562939,115944,335941
"Ireland",2015,0,3923942,34950781,121973,418471
"Ireland",2016,0,4024925,32560019,63992,362399
"Israel",1996,45084,138224,5636154,5283890,284470
"Israel",1997,1843,246314,6734786,5714796,376549
"Israel",1998,2968,116900,6555769,7258988,403352
"Israel",1999,3006,344329,5787475,6384137,508141
"Israel",2000,5714,342046,5249282,7081406,1204845
"Israel",2001,9639,377992,8639221,4398203,1634581
"Israel",2002,8803,608490,3796815,6612086,289865
"Israel",2003,66559,785462,5593371,10050657,679312
"Israel",2004,33821,1292429,5407999,11681754,959160
"Israel",2005,5839,1324660,6406864,9064399,1103903
"Israel",2006,38835,1310383,7163419,15651576,1157810
"Israel",2007,54837,1037674,7323781,15210400,1051477
"Israel",2008,21027,393378,8716415,11683782,1707754
"Israel",2009,38041,393739,8661192,6143751,1659010
"Israel",2010,204513,1887107,12316429,5235456,1955394
"Israel",2011,100983,769776,12781370,5472602,2079714
"Israel",2012,0,520812,14178601,7296649,2360594
"Israel",2013,156177,1293251,10154960,7702706,2369241
"Israel",2014,126014,2148017,12772252,7889261,2271132
"Israel",2015,187528,1139934,14263209,4555775,3315631
"Israel",2016,196410,1548721,16275976,3462863,3823385
"Italy",1996,348704,78473,27962444,546761,17652225
"Italy",1997,378708,78890,29348496,696920,16711698
"Italy",1998,377482,98350,28925360,843133,16020940
"Italy",1999,364128,28055,11963840,865720,17428233
"Italy",2000,510644,92944,11696172,1207234,18869432
"Italy",2001,562339,121778,15676120,1317804,18435132
"Italy",2002,919647,76401,15158889,1551045,20190920
"Italy",2003,1758410,67415,16488382,1706309,24615155
"Italy",2004,1878541,87318,17202934,2363219,29135918
"Italy",2005,2709057,565177,23765482,2364120,34865046
"Italy",2006,1786069,178335,30305123,2901672,42799500
"Italy",2007,2087500,242607,29357354,1962152,45327853
"Italy",2008,2763916,381277,37788339,1947252,47532721
"Italy",2009,2848834,1462856,24892973,1680699,42463295
"Italy",2010,5129396,2286773,26490437,2052008,50361521
"Italy",2011,5691913,3124586,35099615,2095112,63589852
"Italy",2012,6522963,3702479,33156860,1825665,73522250
"Italy",2013,5369116,2804397,43468818,2238520,75745410
"Italy",2014,4668157,3643358,43556912,2209744,86033236
"Italy",2015,4874209,5157565,41507859,1953795,102092114
"Italy",2016,3393282,4165433,44157883,1410049,105686294
"Jamaica",1996,548709,20325,5066,1472531,2262618
"Jamaica",1997,682205,42595,0,1066097,3270612
"Jamaica",1998,614616,28642,9907,1973521,1462050
"Jamaica",1999,429071,37226,0,1926511,2335419
"Jamaica",2000,101066,35809,4521,2338570,2793331
"Jamaica",2001,64495,103789,0,1771219,3928735
"Jamaica",2002,27940,125704,0,1569937,3246285
"Jamaica",2003,71042,311502,0,2264482,2663048
"Jamaica",2004,137590,265210,3180,862226,3165720
"Jamaica",2005,100545,221221,0,1543872,1788866
"Jamaica",2006,117274,259074,12957,1251990,2993589
"Jamaica",2007,44082,154194,0,1067159,2628149
"Jamaica",2008,41476,165969,0,1109400,2669344
"Jamaica",2009,10359,246852,3717,1044257,4923299
"Jamaica",2010,0,307928,2810,1720279,4391906
"Jamaica",2011,43757,369568,5730,1697170,2867906
"Jamaica",2012,63752,375391,5227,1788474,4483343
"Jamaica",2013,86466,487972,0,2364209,4597086
"Jamaica",2014,32144,697221,2237,3147346,3552888
"Jamaica",2015,0,906229,34481,3828196,6394316
"Jamaica",2016,14142,700310,5592,4198049,4903806
"Japan",1996,0,2905165,344388,1259714,502913
"Japan",1997,0,3529181,252748,1127828,255270
"Japan",1998,0,3292477,337738,1138054,823843
"Japan",1999,0,3857689,405861,741512,187062
"Japan",2000,0,4191895,417575,979798,2183147
"Japan",2001,0,3665969,460511,994848,1268627
"Japan",2002,0,4814197,766211,899569,1858011
"Japan",2003,0,5696875,886866,791249,318942
"Japan",2004,0,6114845,1329000,1083820,1112763
"Japan",2005,0,11190635,1471539,1704795,1249046
"Japan",2006,0,19603018,1980636,957361,1131911
"Japan",2007,0,20255005,1931596,1191894,1616202
"Japan",2008,154023,19925116,2657726,1181298,7119366
"Japan",2009,264192,22814124,2120540,1034883,7564988
"Japan",2010,0,25831278,2424101,1633712,8413151
"Japan",2011,0,33430314,2545827,2094961,11150353
"Japan",2012,0,30872872,2994569,1590084,5611370
"Japan",2013,0,34884821,3462931,1615039,5618724
"Japan",2014,2763,32552724,4680974,2927634,1912806
"Japan",2015,609460,38955537,5759300,2195435,946614
"Japan",2016,31073,46814008,6297973,2422681,2834420
"Jordan",1996,0,17191,9241,105273,1918
"Jordan",1997,0,17972,1779,86472,3035
"Jordan",1998,0,27740,0,209868,5665
"Jordan",1999,0,14765,0,64019,0
"Jordan",2000,0,32564,2119,52712,0
"Jordan",2001,0,31227,7526,175878,0
"Jordan",2002,0,54940,0,109654,8945
"Jordan",2003,2889,208735,0,179755,12478
"Jordan",2004,2750,82409,0,167376,0
"Jordan",2005,0,26154,0,248061,32290
"Jordan",2006,0,0,6449,258749,26680
"Jordan",2007,0,9373,0,299860,46626
"Jordan",2008,5315,34075,9297,400117,17967
"Jordan",2009,0,41363,6350,380280,144612
"Jordan",2010,2217,4717,0,397741,289478
"Jordan",2011,8315,39609,9915,399262,428047
"Jordan",2012,0,28341,8547,582475,383502
"Jordan",2013,10355,27492,20484,552748,681382
"Jordan",2014,9588,17269,106579,754398,575051
"Jordan",2015,15596,31149,294306,874688,951099
"Jordan",2016,19825,288437,298568,981434,981330
"Kenya",1996,0,10338977,0,0,18084636
"Kenya",1997,0,9204476,0,0,22099297
"Kenya",1998,0,14104380,0,0,24001211
"Kenya",1999,0,12316690,0,0,14005427
"Kenya",2000,0,11827624,0,20150,14234954
"Kenya",2001,0,15729580,0,31599,13230569
"Kenya",2002,0,12949091,0,72655,13230446
"Kenya",2003,0,9607400,0,93428,16043052
"Kenya",2004,0,8806214,0,41150,14486640
"Kenya",2005,0,9953726,0,111830,21908066
"Kenya",2006,0,11998683,0,100376,24819003
"Kenya",2007,0,11550739,0,136955,27102076
"Kenya",2008,55982,13843504,0,93850,37397394
"Kenya",2009,0,13268289,0,163058,33760919
"Kenya",2010,0,18707400,0,57286,33511008
"Kenya",2011,0,17064114,0,181417,40754657
"Kenya",2012,0,16334587,0,33828,50886445
"Kenya",2013,0,17684818,0,24743,33565199
"Kenya",2014,0,20460055,0,15594,44511831
"Kenya",2015,0,21202730,0,15070,44533716
"Kenya",2016,0,27733884,0,25560,39232086
"Korea, South",1996,0,898352,0,477297,297866
"Korea, South",1997,0,2056334,0,602484,338727
"Korea, South",1998,0,1130714,377297,300494,132947
"Korea, South",1999,0,603224,180318,612008,127519
"Korea, South",2000,11690,678084,15220,1463585,2767618
"Korea, South",2001,0,704018,155564,3238470,272418
"Korea, South",2002,0,734474,516695,1426351,469635
"Korea, South",2003,0,762768,637201,1382348,916796
"Korea, South",2004,0,877121,710420,1288323,1231656
"Korea, South",2005,0,1380584,583966,1839143,1889055
"Korea, South",2006,0,1350556,644808,1929834,2346291
"Korea, South",2007,0,1594031,673907,2576554,3001228
"Korea, South",2008,0,1381678,760140,2764313,4433672
"Korea, South",2009,0,1228990,766330,2900923,4032148
"Korea, South",2010,0,1650023,573642,3787482,5449252
"Korea, South",2011,10518,1818775,401834,3379639,6645708
"Korea, South",2012,0,1793286,242345,3331359,7727402
"Korea, South",2013,0,1967623,74296,4311400,7741822
"Korea, South",2014,0,1706726,268008,3133890,8485387
"Korea, South",2015,0,1672714,235016,3131245,8735591
"Korea, South",2016,0,1557006,240111,3064068,9141081
"Kosovo",2012,0,0,0,0,69884
"Kosovo",2013,0,0,0,0,61460
"Kosovo",2014,0,0,0,30060,124631
"Kosovo",2015,0,0,0,16576,103470
"Kosovo",2016,0,0,0,0,13279
"Kuwait",2002,0,0,0,10995,0
"Kyrgyzstan",1999,0,0,13922,0,0
"Kyrgyzstan",2000,3012,0,2214,0,0
"Kyrgyzstan",2005,0,0,0,37125,0
"Kyrgyzstan",2006,0,0,0,34181,0
"Kyrgyzstan",2007,0,0,0,15036,0
"Kyrgyzstan",2010,0,0,0,2094,0
"Kyrgyzstan",2013,0,235800,4877,0,0
"Laos",1997,0,0,0,0,303684
"Laos",1999,0,0,0,0,125315
"Laos",2002,0,0,0,0,35450
"Laos",2003,0,0,0,0,76210
"Laos",2004,0,0,0,0,367350
"Laos",2005,0,0,0,0,702512
"Laos",2006,0,0,0,0,115622
"Laos",2007,0,9556,0,0,8812150
"Laos",2008,0,0,0,89068,3700642
"Laos",2009,0,0,0,0,2626026
"Laos",2010,0,0,0,0,1280471
"Laos",2011,0,0,0,0,7874406
"Laos",2012,0,0,0,0,104938
"Laos",2013,0,0,0,0,1597018
"Laos",2014,0,0,0,0,4413972
"Laos",2015,0,0,0,0,5644680
"Laos",2016,0,0,0,0,4304106
"Latvia",1996,0,0,45545,0,0
"Latvia",1997,0,0,43320,0,0
"Latvia",1998,0,3562,95874,0,0
"Latvia",1999,0,0,155474,0,0
"Latvia",2000,0,0,237151,0,0
"Latvia",2001,0,0,451255,0,0
"Latvia",2002,0,0,475665,0,0
"Latvia",2003,0,30061,329936,0,0
"Latvia",2004,0,105619,336528,0,0
"Latvia",2005,0,15699,245913,2864,3854
"Latvia",2006,0,7330,377269,0,7065
"Latvia",2007,0,0,436612,0,19499
"Latvia",2008,0,0,311847,0,0
"Latvia",2009,0,0,301533,0,5126
"Latvia",2010,0,5066,359419,0,0
"Latvia",2011,0,2328,426744,0,4272
"Latvia",2012,0,0,426027,0,0
"Latvia",2013,0,0,397973,0,0
"Latvia",2014,0,0,505139,0,0
"Latvia",2015,0,0,1219054,0,0
"Latvia",2016,0,0,473456,0,0
"Lebanon",1996,0,5420,50032,57677,352319
"Lebanon",1997,0,9957,74668,122363,455596
"Lebanon",1998,0,2800,201735,115127,436482
"Lebanon",1999,0,9233,292596,163324,469287
"Lebanon",2000,0,3876,169190,75873,480641
"Lebanon",2001,0,0,47849,183543,487078
"Lebanon",2002,0,18755,41173,118899,546426
"Lebanon",2003,0,19650,125510,123495,585221
"Lebanon",2004,0,0,157032,158754,589111
"Lebanon",2005,0,7528,253084,321105,569629
"Lebanon",2006,0,13745,515906,307582,718267
"Lebanon",2007,0,21175,719069,352095,1000722
"Lebanon",2008,0,4262,275801,316978,1272015
"Lebanon",2009,0,11427,376140,377684,1343459
"Lebanon",2010,3872,4406,760376,321085,1035392
"Lebanon",2011,0,9128,602359,423620,1291136
"Lebanon",2012,0,0,581681,596882,1587971
"Lebanon",2013,0,0,694907,836818,2163607
"Lebanon",2014,0,2264,673529,1020360,2276782
"Lebanon",2015,0,0,624566,828832,1714268
"Lebanon",2016,0,27821,641544,1201427,2365129
"Lesotho",2010,0,127086,0,0,0
"Lesotho",2012,0,44300,0,0,0
"Liberia",2006,0,0,0,0,21830
"Liberia",2009,0,0,0,110671,0
"Liberia",2011,82844,0,0,0,0
"Liberia",2013,59546,0,0,0,0
"Liberia",2014,28317,0,0,0,28254
"Liberia",2015,0,0,0,16451,0
"Liberia",2016,0,0,0,32265,0
"Lithuania",1996,0,0,0,32421,0
"Lithuania",1997,0,0,0,35614,0
"Lithuania",2001,0,0,31525,0,0
"Lithuania",2002,0,2413,8268,97631,5076
"Lithuania",2003,0,19580,74454,145656,0
"Lithuania",2004,0,20176,113771,0,27631
"Lithuania",2005,0,8188,162813,0,19957
"Lithuania",2006,0,8373,333831,19899,17133
"Lithuania",2007,0,0,333871,0,64436
"Lithuania",2008,0,0,396567,0,0
"Lithuania",2009,0,0,341612,0,0
"Lithuania",2010,0,2349,132997,5716,5726
"Lithuania",2011,0,0,380489,48424,0
"Lithuania",2012,0,6229,685940,5231,14563
"Lithuania",2013,0,12213,654954,100728,3110
"Lithuania",2014,0,41173,768530,3658,6258
"Lithuania",2015,0,0,953958,68603,15703
"Lithuania",2016,0,31355,1263885,137958,11303
"Luxembourg",1999,0,0,9929,0,0
"Luxembourg",2001,0,0,22015,0,0
"Luxembourg",2002,0,0,17810,0,0
"Luxembourg",2004,0,0,3531,0,3266
"Luxembourg",2005,0,0,10051,0,0
"Luxembourg",2006,0,0,17219,0,0
"Luxembourg",2012,0,0,4854,0,0
"Luxembourg",2013,0,0,286447,0,0
"Luxembourg",2014,0,0,272519,0,0
"Luxembourg",2015,0,0,365101,0,0
"Luxembourg",2016,0,0,135898,0,0
"Macau",1996,0,0,0,57888,0
"Macau",2000,0,0,7638,5900,0
"Macau",2001,0,0,0,56500,0
"Macau",2003,0,0,0,18200,0
"Macau",2004,0,4053,0,16800,0
"Macau",2005,0,18766,0,0,0
"Macau",2006,0,0,0,21641,0
"Macau",2007,0,0,0,28662,0
"Macau",2012,3105,0,17050,0,0
"Macedonia",1996,0,0,19767,0,0
"Macedonia",1998,0,0,6648,5525,0
"Macedonia",1999,0,0,14106,18913,0
"Macedonia",2000,0,19879,61162,0,10438
"Macedonia",2001,0,3268,115184,2733,0
"Macedonia",2002,0,0,73371,3054,6193
"Macedonia",2003,0,4342,50018,4748,0
"Macedonia",2004,0,0,85415,189250,49326
"Macedonia",2005,0,0,29012,14388,9677
"Macedonia",2006,95516,2236,145907,111285,271213
"Macedonia",2007,164525,3599,134847,39931,240864
"Macedonia",2008,142020,94752,324323,0,376009
"Macedonia",2009,83048,91317,133619,2501,191966
"Macedonia",2010,0,3803,100190,13362,79809
"Macedonia",2011,0,14329,115893,3079,103753
"Macedonia",2012,0,43137,102085,13932,101754
"Macedonia",2013,0,50893,123281,20668,135349
"Macedonia",2014,0,54598,113496,25928,102434
"Macedonia",2015,0,74242,96481,36585,79444
"Macedonia",2016,0,46805,84227,17751,54387
"Madagascar",1996,50710,0,0,22258952,0
"Madagascar",1997,269975,0,0,28093684,3170777
"Madagascar",1998,80093,0,0,24335176,14536918
"Madagascar",1999,231494,0,0,19444137,3581782
"Madagascar",2000,147147,0,0,31302319,2870826
"Madagascar",2001,0,0,0,79575839,1869656
"Madagascar",2002,127840,0,0,116713664,2429362
"Madagascar",2003,136020,0,0,180263981,351187
"Madagascar",2004,65689,70025,0,135501405,665704
"Madagascar",2005,264815,0,0,37853848,0
"Madagascar",2006,474046,0,0,31806067,1347225
"Madagascar",2007,403764,0,15170,35041140,2738046
"Madagascar",2008,736275,0,18863,30016086,1788603
"Madagascar",2009,545757,0,64755,29684227,91271
"Madagascar",2010,1033733,0,218990,29164298,490991
"Madagascar",2011,3203455,0,244381,26268449,2485596
"Madagascar",2012,3190865,0,449237,46744616,767889
"Madagascar",2013,3755481,9088,468078,51719871,0
"Madagascar",2014,2276966,0,738460,75960492,52696
"Madagascar",2015,3713065,0,344629,121894043,129260
"Madagascar",2016,2662968,0,153925,230440381,45252
"Malawi",1996,0,4845035,0,63190,464079
"Malawi",1997,0,4488190,0,0,299254
"Malawi",1998,0,12185415,0,49335,112003
"Malawi",1999,0,13547017,0,21570,318407
"Malawi",2000,0,11068452,0,71475,439088
"Malawi",2001,0,13668799,0,119524,63702
"Malawi",2002,0,11117449,0,26235,74139
"Malawi",2003,0,7578204,0,0,45749
"Malawi",2004,0,4220557,0,25200,13959
"Malawi",2005,0,4247885,0,50180,47034
"Malawi",2006,0,2827537,0,14700,195070
"Malawi",2007,0,4815517,0,0,50667
"Malawi",2008,0,3628888,0,0,422223
"Malawi",2009,0,5364884,0,0,656497
"Malawi",2010,0,5888539,0,10379,281972
"Malawi",2011,0,7981796,0,0,548703
"Malawi",2012,0,6459219,0,0,667785
"Malawi",2013,0,9205922,0,0,1078657
"Malawi",2014,0,15958092,0,0,1494438
"Malawi",2015,0,8623360,0,0,1082366
"Malawi",2016,0,21354268,0,0,1639527
"Malaysia",1996,42976619,19198,175885,4477668,143615
"Malaysia",1997,71523226,64398,269670,11731842,78556
"Malaysia",1998,67775476,13094,192643,4896124,84511
"Malaysia",1999,59372621,13488,127304,15790973,30636
"Malaysia",2000,45834534,12152,348810,24423871,53487
"Malaysia",2001,49780995,19922,216442,9090856,251726
"Malaysia",2002,39906133,51847,343189,7254714,643470
"Malaysia",2003,93533991,37898,356672,4204998,441472
"Malaysia",2004,115122929,88372,605427,1279671,1214356
"Malaysia",2005,116815681,196265,752529,1536106,3931776
"Malaysia",2006,113077556,73210,765491,3228147,15369749
"Malaysia",2007,125510773,207485,1063114,3309583,33123603
"Malaysia",2008,262092954,462725,1113677,2615491,29897239
"Malaysia",2009,246301949,380171,2574135,868039,31548507
"Malaysia",2010,313062854,512746,3126345,1871725,30265915
"Malaysia",2011,283024072,820956,4540742,2892270,44466223
"Malaysia",2012,147980667,1332937,5684462,1863867,48931275
"Malaysia",2013,136241135,804347,2715232,2329740,38252908
"Malaysia",2014,187957467,758831,2115225,2153075,36030574
"Malaysia",2015,131422158,669764,1470525,6854537,24266175
"Malaysia",2016,131107955,697893,918509,1425526,10312370
"Mali",2002,0,21407,0,0,0
"Mali",2009,0,12100,0,0,0
"Malta",1997,0,0,4899,0,0
"Mauritania",2003,11396,0,0,0,0
"Mauritius",1996,0,26896,0,9458,54513
"Mauritius",1997,0,0,0,71758,269408
"Mauritius",1998,0,9946,0,40438,294793
"Mauritius",1999,0,0,0,3610,0
"Mauritius",2000,0,0,0,44640,0
"Mauritius",2003,0,22100,0,0,0
"Mauritius",2005,0,0,0,101779,0
"Mauritius",2008,0,0,0,67518,0
"Mauritius",2015,0,0,0,546214,0
"Mauritius",2016,0,0,0,700292,0
"Mexico",1996,14882408,138833,16843658,18767241,581683097
"Mexico",1997,21589143,178106,20313306,20802985,674197987
"Mexico",1998,17137061,644157,19202084,27392824,520292844
"Mexico",1999,12117764,4024831,27459893,31443166,456401547
"Mexico",2000,4191078,7404037,30605984,30677899,475762919
"Mexico",2001,5515411,7559740,33287290,29226958,192544591
"Mexico",2002,10674619,7647748,46798129,36630483,188875465
"Mexico",2003,12862901,15001470,64202831,31467886,156409810
"Mexico",2004,9522632,20252630,81002633,29525586,174335259
"Mexico",2005,4158843,17361530,100673181,32439522,207836360
"Mexico",2006,6566569,14468744,126076786,33273504,255458713
"Mexico",2007,5720228,18610425,143042793,32820701,288286381
"Mexico",2008,1999705,14941452,214917637,33359192,324342522
"Mexico",2009,7980619,9069627,350251164,41129693,336817695
"Mexico",2010,23641239,3135569,434440584,45622675,348657553
"Mexico",2011,21707076,3660123,515769114,49740891,608799410
"Mexico",2012,15975064,7061776,503257878,52797993,600240123
"Mexico",2013,14821685,7435938,488478841,59853577,482745042
"Mexico",2014,25821611,4814804,455390543,61378947,404987839
"Mexico",2015,11706354,4310630,493125425,63785739,352001018
"Mexico",2016,9734920,4670772,517952061,65384635,273740538
"Micronesia",2016,0,0,0,0,3845
"Moldova",1997,0,0,0,19400,0
"Moldova",1999,0,0,31618,7510,0
"Moldova",2000,29402,0,27985,0,0
"Moldova",2001,0,0,6610,0,0
"Moldova",2002,0,0,9044,0,0
"Moldova",2003,0,0,4543,0,0
"Moldova",2004,0,0,14721,0,0
"Moldova",2005,0,0,9542,0,0
"Moldova",2006,0,0,9797,0,0
"Moldova",2007,0,3334,13637,0,0
"Moldova",2008,0,0,8917,0,0
"Moldova",2012,0,0,4720,0,0
"Moldova",2014,0,0,38689,0,0
"Moldova",2015,0,0,139576,0,0
"Moldova",2016,0,0,149277,7462,0
"Monaco",1997,0,0,2806,0,0
"Monaco",1998,0,0,11428,0,0
"Monaco",1999,0,0,0,41600,0
"Monaco",2001,0,0,0,0,12118
"Monaco",2002,0,0,3357,0,0
"Monaco",2009,0,0,4703,0,0
"Monaco",2010,0,0,8155,0,0
"Monaco",2011,0,0,4413,0,0
"Monaco",2012,0,0,23101,0,0
"Monaco",2014,0,0,66866,0,0
"Monaco",2015,0,0,54051,0,0
"Mongolia",2011,0,0,0,233750,0
"Montenegro",1998,0,0,0,5788,0
"Montenegro",1999,0,0,18623,0,3466
"Montenegro",2001,0,2184,22658,0,23848
"Montenegro",2002,0,6608,78358,8678,36525
"Montenegro",2003,0,3399,50918,19674,96344
"Montenegro",2004,31070,33576,214679,0,160388
"Montenegro",2005,84062,41355,383937,5860,232693
"Montenegro",2006,0,17035,150018,12729,207160
"Montenegro",2007,0,0,26461,0,11110
"Montenegro",2009,0,0,0,0,13924
"Montenegro",2010,0,0,0,0,7302
"Montenegro",2011,0,0,0,0,19432
"Montserrat",1998,0,0,0,0,2410
"Morocco",1996,0,0,0,3303213,77176
"Morocco",1997,0,0,0,1496792,77755
"Morocco",1998,0,4400,0,1846904,232861
"Morocco",1999,0,0,0,1285892,85604
"Morocco",2000,0,22797,0,799260,0
"Morocco",2001,0,143747,0,649423,0
"Morocco",2002,0,434553,0,644151,4784
"Morocco",2003,0,971982,0,837777,0
"Morocco",2004,0,1500262,0,670939,0
"Morocco",2005,0,1787365,0,774409,2991
"Morocco",2006,0,2533069,0,798308,0
"Morocco",2007,0,3385416,0,957427,0
"Morocco",2008,0,5106719,0,1381858,0
"Morocco",2009,0,2849453,0,1411984,0
"Morocco",2010,0,5181512,0,1444730,0
"Morocco",2011,0,6870855,0,1502360,0
"Morocco",2012,0,5972950,0,2074541,0
"Morocco",2013,0,6757741,0,2595217,0
"Morocco",2014,0,6760793,0,3038558,0
"Morocco",2015,0,6744451,0,2459945,0
"Morocco",2016,0,8221578,0,2375938,0
"Mozambique",1996,0,0,0,0,29337
"Mozambique",1999,0,55456,0,0,0
"Mozambique",2003,0,13198,0,0,0
"Mozambique",2004,0,49856,0,0,0
"Mozambique",2005,0,23911,0,0,0
"Mozambique",2007,0,170383,0,0,0
"Mozambique",2009,0,129114,0,0,0
"Mozambique",2010,0,386510,0,0,0
"Mozambique",2011,0,235851,0,0,0
"Mozambique",2012,0,897686,0,0,0
"Mozambique",2013,0,825400,0,0,97779
"Mozambique",2016,0,250870,0,0,0
"Namibia",2014,0,0,0,0,72694
"Namibia",2016,0,0,0,0,66388
"Nepal",1997,0,8579,0,0,0
"Nepal",1998,0,18509,0,0,0
"Nepal",1999,0,3239,0,0,0
"Nepal",2000,0,8213,0,0,0
"Nepal",2002,0,20993,0,0,0
"Nepal",2003,0,11763,0,0,0
"Nepal",2004,0,16718,0,0,31441
"Nepal",2005,0,30986,0,0,80921
"Nepal",2006,0,50094,0,0,49959
"Nepal",2007,0,45109,0,0,14441
"Nepal",2008,0,35067,0,0,0
"Nepal",2009,0,79369,0,3500,65369
"Nepal",2010,0,86439,0,61250,0
"Nepal",2011,0,101094,0,2895,13233
"Nepal",2012,0,89990,0,15572,4150
"Nepal",2013,0,151790,0,54138,0
"Nepal",2014,0,184518,0,31673,14284
