"Year","Country","ExportsFASValueBasisYtdDec","GenImportsCIFValBasisYtdDec","1","2","1","2"
1996,"Armenia",0,54782,45.038189,40.069099,45.038189,40.069099
1996,"Georgia",66000,0,-82.9000751,32.1656221,-82.9000751,32.1656221
1996,"Uzbekistan",88320,0,64.585262,41.377491,64.585262,41.377491
1996,"Spain",1932324,23086575,-3.74922,40.463667,-3.74922,40.463667
1996,"Portugal",116566,406775,-8.224454,39.399872,-8.224454,39.399872
1996,"Malta",9733,0,14.375416,35.937496,14.375416,35.937496
1996,"Italy",1931157,46588607,12.56738,41.87194,12.56738,41.87194
1996,"Croatia",0,874488,15.2,45.1,15.2,45.1
1996,"Slovenia",0,30529,14.995463,46.151241,14.995463,46.151241
1996,"Bosnia and Herzegovina",0,36850,17.679076,43.915886,17.679076,43.915886
1996,"Macedonia",0,19767,21.745275,41.608635,21.745275,41.608635
1996,"Montenegro",19170,0,19.37439,42.708678,19.37439,42.708678
1996,"Albania",0,105819,20.168331,41.153332,20.168331,41.153332
1996,"Greece",722120,1907074,21.824312,39.074208,21.824312,39.074208
1996,"Romania",553992,30066,24.96676,45.943161,24.96676,45.943161
1996,"Bulgaria",0,738526,25.48583,42.733883,25.48583,42.733883
1996,"Turkey",99773,18825594,35.243322,38.963745,35.243322,38.963745
1996,"Cyprus",42742,7813,33.429859,35.126413,33.429859,35.126413
1996,"Syria",0,3282671,38.996815,34.802075,38.996815,34.802075
1996,"Lebanon",333466,465448,35.862285,33.854721,35.862285,33.854721
1996,"Israel",3148817,11387822,34.851612,31.046051,34.851612,31.046051
1996,"Jordan",102285,133623,36.238414,30.585164,36.238414,30.585164
1996,"Kuwait",368851,0,47.481766,29.31166,47.481766,29.31166
1996,"Saudi Arabia",5995684,153684,45.079162,23.885942,45.079162,23.885942
1996,"Qatar",298671,0,51.183884,25.354826,51.183884,25.354826
1996,"United Arab Emirates",1807324,130471,53.847818,23.424076,53.847818,23.424076
1996,"Yemen",5200,2376903,48.516388,15.552727,48.516388,15.552727
1996,"Oman",276352,0,55.975413,21.4735329,55.975413,21.4735329
1996,"Bahrain",205846,0,50.5577,26.0667,50.5577,26.0667
1996,"India",232476,131588311,78.96288,20.593684,78.96288,20.593684
1996,"Pakistan",78073,2976587,69.345116,30.375321,69.345116,30.375321
1996,"Nepal",6942,0,84.124008,28.394857,84.124008,28.394857
1996,"Bangladesh",260976,7396,90.356331,23.684994,90.356331,23.684994
1996,"Sri Lanka",1003099,16269958,80.771797,7.873054,80.771797,7.873054
1996,"Burma",124077,38757,95.955974,21.916221,95.955974,21.916221
1996,"Thailand",2479258,81511009,100.992541,15.870032,100.992541,15.870032
1996,"Vietnam",406441,118340450,108.277199,14.058324,108.277199,14.058324
1996,"Cambodia",99704,0,104.990963,12.565679,104.990963,12.565679
1996,"Malaysia",897188,47792985,101.975766,4.210484,101.975766,4.210484
1996,"Singapore",9345517,24699843,103.819836,1.352083,103.819836,1.352083
1996,"Indonesia",308353,459742065,113.921327,-0.789275,113.921327,-0.789275
1996,"Philippines",16187274,6029933,121.774017,12.879721,121.774017,12.879721
1996,"Macau",0,57888,113.543873,22.198745,113.543873,22.198745
1996,"China",8668739,79734357,104.195397,35.86166,104.195397,35.86166
1996,"Mongolia",6234,0,103.846656,46.862496,103.846656,46.862496
1996,"Korea, South",32281858,1673515,127.766922,35.907757,127.766922,35.907757
1996,"Hong Kong",16495413,4213438,114.109497,22.396428,114.109497,22.396428
1996,"Taiwan",21642438,3998787,120.960515,23.69781,120.960515,23.69781
1996,"Japan",57268359,5012180,138.252924,36.204824,138.252924,36.204824
1996,"Australia",8686696,461642,133.775136,-25.274398,133.775136,-25.274398
1996,"Papua New Guinea",0,26241070,143.95555,-6.314993,143.95555,-6.314993
1996,"New Zealand",1456674,17304,174.885971,-40.900557,174.885971,-40.900557
1996,"Samoa",40575,9166,-172.104629,-13.759029,-172.104629,-13.759029
1996,"New Caledonia",100677,0,165.618042,-20.904305,165.618042,-20.904305
1996,"French Polynesia",283550,347658,-149.406843,-17.679742,-149.406843,-17.679742
1996,"Marshall Islands",31507,0,166.8417424,11.3246908,166.8417424,11.3246908
1996,"Micronesia",71351,0,158.2225229,6.8874581,158.2225229,6.8874581
1996,"Palau",41990,0,134.58252,7.51498,134.58252,7.51498
1996,"Fiji",7877,1378711,178.065032,-17.713371,178.065032,-17.713371
1996,"Tonga",0,640906,-175.198242,-21.178986,-175.198242,-21.178986
1996,"Morocco",0,3380389,-7.09262,31.791702,-7.09262,31.791702
1996,"Algeria",1185205,0,1.659626,28.033886,1.659626,28.033886
1996,"Egypt",127696,5138981,30.802498,26.820553,30.802498,26.820553
1996,"Cameroon",0,9617078,12.354722,7.369722,12.354722,7.369722
1996,"Senegal",0,4318,-14.452362,14.497401,-14.452362,14.497401
1996,"Guinea",0,678336,-9.696645,9.945587,-9.696645,9.945587
1996,"Sierra Leone",8000,8199,-11.779889,8.460555,-11.779889,8.460555
1996,"Cote d'Ivoire",229040,311845034,-5.54708,7.539989,-5.54708,7.539989
1996,"Ghana",177438,31412756,-1.023194,7.946527,-1.023194,7.946527
1996,"Niger",6000,4081,8.081666,17.607789,8.081666,17.607789
1996,"Nigeria",63105,5918571,8.675277,9.081999,8.675277,9.081999
1996,"Cabo Verde",73201,0,-23.6051868,15.120142,-23.6051868,15.120142
1996,"Liberia",4121,0,-9.429499,6.428055,-9.429499,6.428055
1996,"Burundi",0,517389,29.918886,-3.373056,29.918886,-3.373056
1996,"Rwanda",0,7619374,29.873888,-1.940278,29.873888,-1.940278
1996,"Ethiopia",2509,21798418,40.489673,9.145,40.489673,9.145
1996,"Uganda",0,16804200,32.290275,1.373333,32.290275,1.373333
1996,"Kenya",212562,28423613,37.906193,-0.023559,37.906193,-0.023559
1996,"Tanzania",0,2958107,34.888822,-6.369028,34.888822,-6.369028
1996,"Mauritius",52800,90867,57.552152,-20.348404,57.552152,-20.348404
1996,"Mozambique",0,29337,35.529562,-18.665695,35.529562,-18.665695
1996,"Madagascar",0,22309662,46.869107,-18.766947,46.869107,-18.766947
1996,"Comoros",0,2390058,43.3333,-11.6455,43.3333,-11.6455
1996,"Reunion",0,40358,55.536384,-21.115141,55.536384,-21.115141
1996,"South Africa",312622,1485407,22.937506,-30.559482,22.937506,-30.559482
1996,"Zambia",0,366049,27.849332,-13.133897,27.849332,-13.133897
1996,"Zimbabwe",99707,1551038,29.154857,-19.015438,29.154857,-19.015438
1996,"Malawi",0,5372304,34.301525,-13.254308,34.301525,-13.254308
1997,"Canada",614777582,433131216,-106.346771,56.130366,-106.346771,56.130366
1997,"Mexico",73538493,737081527,-102.552784,23.634501,-102.552784,23.634501
1997,"Guatemala",1328837,416385418,-90.230759,15.783471,-90.230759,15.783471
1997,"Belize",398506,36928,-88.49765,17.189877,-88.49765,17.189877
1997,"El Salvador",1700784,103430461,-88.89653,13.794185,-88.89653,13.794185
1997,"Honduras",1804417,72651016,-86.241905,15.199999,-86.241905,15.199999
1997,"Nicaragua",693903,18601021,-85.207229,12.865416,-85.207229,12.865416
1997,"Costa Rica",2076271,148788348,-83.753428,9.748917,-83.753428,9.748917
1997,"Panama",4470084,15603937,-80.782127,8.537981,-80.782127,8.537981
1997,"Bermuda",1586694,0,-64.7505,32.3078,-64.7505,32.3078
1997,"Bahamas",1551860,0,-77.39628,25.03428,-77.39628,25.03428
1997,"Cuba",8500,0,-77.781167,21.521757,-77.781167,21.521757
1997,"Jamaica",2015179,5061509,-77.297508,18.109581,-77.297508,18.109581
1997,"Turks and Caicos Islands",10331,0,-71.797928,21.694025,-71.797928,21.694025
1997,"Cayman Islands",459386,120754,-81.2546,19.3133,-81.2546,19.3133
1997,"Haiti",375753,2319281,-72.285215,18.971187,-72.285215,18.971187
1997,"Dominican Republic",5542339,96062384,-70.162651,18.735693,-70.162651,18.735693
1997,"Anguilla",5849,0,-63.068615,18.220554,-63.068615,18.220554
1997,"British Virgin Islands",152888,3416187,-64.639968,18.420695,-64.639968,18.420695
1997,"St Kitts and Nevis",108522,0,-62.782998,17.357822,-62.782998,17.357822
1997,"Antigua and Barbuda",69367,158265,-61.796428,17.060816,-61.796428,17.060816
1997,"Montserrat",15156,0,-62.187366,16.742498,-62.187366,16.742498
1997,"Dominica",15845,318415,-61.370976,15.414999,-61.370976,15.414999
1997,"St Lucia",185307,76163,-60.978893,13.909444,-60.978893,13.909444
1997,"St Vincent and the Grenadines",197430,0,-61.1971628,13.2528179,-61.1971628,13.2528179
1997,"Grenada",32798,617663,-61.679,12.1165,-61.679,12.1165
1997,"Barbados",867371,10425,-59.543198,13.193887,-59.543198,13.193887
1997,"Trinidad and Tobago",1118666,2447439,-61.222503,10.691803,-61.222503,10.691803
1997,"Netherlands Antilles",1734564,0,-68.2623822,12.2018902,-68.2623822,12.2018902
1997,"Aruba",479684,0,-69.968338,12.52111,-69.968338,12.52111
1997,"Guadeloupe",0,46308,-61.551,16.265,-61.551,16.265
1997,"Colombia",3835488,812233728,-74.297333,4.570868,-74.297333,4.570868
1997,"Venezuela",5003605,17276499,-66.58973,6.42375,-66.58973,6.42375
1997,"Guyana",468468,1457,-58.93018,4.860416,-58.93018,4.860416
1997,"Suriname",104596,0,-56.027783,3.919305,-56.027783,3.919305
1997,"French Guiana",124425,0,-53.125782,3.933889,-53.125782,3.933889
1997,"Ecuador",1839620,140228160,-78.183406,-1.831239,-78.183406,-1.831239
1997,"Peru",1557111,189265355,-75.015152,-9.189967,-75.015152,-9.189967
1997,"Bolivia",227225,2276325,-63.588653,-16.290154,-63.588653,-16.290154
1997,"Chile",2503719,16039595,-71.542969,-35.675147,-71.542969,-35.675147
1997,"Brazil",7436905,572954291,-51.92528,-14.235004,-51.92528,-14.235004
1997,"Paraguay",533182,125637,-58.443832,-23.442503,-58.443832,-23.442503
1997,"Uruguay",792051,17180,-55.765835,-32.522779,-55.765835,-32.522779
1997,"Argentina",3737883,31725561,-63.616672,-38.416097,-63.616672,-38.416097
1997,"Iceland",1246641,0,-19.020835,64.963051,-19.020835,64.963051
1997,"Sweden",1236972,43930125,18.643501,60.128161,18.643501,60.128161
1997,"Norway",751376,221655,8.468946,60.472024,8.468946,60.472024
1997,"Finland",20676513,721298,25.748151,61.92411,25.748151,61.92411
1997,"Faroe Islands",10906,0,-6.911806,61.892635,-6.911806,61.892635
1997,"Denmark",608956,588602,9.501785,56.26392,9.501785,56.26392
1997,"United Kingdom",9739441,61452087,-3.435973,55.378051,-3.435973,55.378051
1997,"Ireland",1698419,8600796,-7.6920536,53.1423672,-7.6920536,53.1423672
1997,"Netherlands",6240096,126779173,5.291266,52.132633,5.291266,52.132633
1997,"Belgium",4512141,38054834,4.469936,50.503887,4.469936,50.503887
1997,"Monaco",0,2806,7.4246158,43.7384176,7.4246158,43.7384176
1997,"France",4081013,62274172,2.213749,46.227638,2.213749,46.227638
1997,"Germany",15204044,154735193,10.451526,51.165691,10.451526,51.165691
1997,"Austria",56249,1781450,14.550072,47.516231,14.550072,47.516231
1997,"Czech Republic",117705,66064,15.472962,49.817492,15.472962,49.817492
1997,"Slovakia",0,16512,19.699024,48.669026,19.699024,48.669026
1997,"Hungary",162902,1957580,19.503304,47.162494,19.503304,47.162494
1997,"Switzerland",3457676,60186876,8.227512,46.818188,8.227512,46.818188
1997,"Estonia",6761,0,25.013607,58.595272,25.013607,58.595272
1997,"Latvia",341950,43320,24.603189,56.879635,24.603189,56.879635
1997,"Lithuania",615690,35614,23.881275,55.169438,23.881275,55.169438
1997,"Poland",1211938,3232707,19.145136,51.919438,19.145136,51.919438
1997,"Russia",17120370,495848,105.318756,61.52401,105.318756,61.52401
1997,"Ukraine",921625,16621,31.16558,48.379433,31.16558,48.379433
1997,"Georgia",0,70639,-82.9000751,32.1656221,-82.9000751,32.1656221
1997,"Kazakhstan",16299,0,66.923684,48.019573,66.923684,48.019573
1997,"Moldova",6500,19400,28.369885,47.411631,28.369885,47.411631
1997,"Spain",1029976,25338645,-3.74922,40.463667,-3.74922,40.463667
1997,"Portugal",163237,412434,-8.224454,39.399872,-8.224454,39.399872
1997,"Malta",165230,4899,14.375416,35.937496,14.375416,35.937496
1997,"San Marino",2511,0,12.457777,43.94236,12.457777,43.94236
1997,"Italy",3222397,47214712,12.56738,41.87194,12.56738,41.87194
1997,"Croatia",0,825045,15.2,45.1,15.2,45.1
1997,"Slovenia",0,75857,14.995463,46.151241,14.995463,46.151241
1997,"Montenegro",19345,0,19.37439,42.708678,19.37439,42.708678
1997,"Albania",0,39330,20.168331,41.153332,20.168331,41.153332
1997,"Greece",650953,1952397,21.824312,39.074208,21.824312,39.074208
1997,"Romania",45013,0,24.96676,45.943161,24.96676,45.943161
1997,"Bulgaria",20000,343671,25.48583,42.733883,25.48583,42.733883
1997,"Turkey",288734,17515674,35.243322,38.963745,35.243322,38.963745
1997,"Cyprus",60025,5161,33.429859,35.126413,33.429859,35.126413
1997,"Syria",57000,2249995,38.996815,34.802075,38.996815,34.802075
1997,"Lebanon",325159,662584,35.862285,33.854721,35.862285,33.854721
1997,"Israel",6435313,13074288,34.851612,31.046051,34.851612,31.046051
1997,"Jordan",102746,109258,36.238414,30.585164,36.238414,30.585164
1997,"Kuwait",1367389,0,47.481766,29.31166,47.481766,29.31166
1997,"Saudi Arabia",5896322,131623,45.079162,23.885942,45.079162,23.885942
1997,"Qatar",93857,0,51.183884,25.354826,51.183884,25.354826
1997,"United Arab Emirates",3276499,39721,53.847818,23.424076,53.847818,23.424076
1997,"Yemen",48075,3363732,48.516388,15.552727,48.516388,15.552727
1997,"Oman",320214,0,55.975413,21.4735329,55.975413,21.4735329
1997,"Bahrain",13620,0,50.5577,26.0667,50.5577,26.0667
1997,"Afghanistan",0,93792,67.709953,33.93911,67.709953,33.93911
1997,"India",896204,170068089,78.96288,20.593684,78.96288,20.593684
1997,"Pakistan",32237,2547651,69.345116,30.375321,69.345116,30.375321
1997,"Nepal",13468,8579,84.124008,28.394857,84.124008,28.394857
1997,"Bangladesh",209808,124070,90.356331,23.684994,90.356331,23.684994
1997,"Sri Lanka",667883,16434311,80.771797,7.873054,80.771797,7.873054
1997,"Thailand",3040131,54199126,100.992541,15.870032,100.992541,15.870032
1997,"Vietnam",459794,116612936,108.277199,14.058324,108.277199,14.058324
1997,"Laos",0,303684,102.495496,19.85627,102.495496,19.85627
1997,"Cambodia",5864,0,104.990963,12.565679,104.990963,12.565679
1997,"Malaysia",2283184,83667692,101.975766,4.210484,101.975766,4.210484
1997,"Singapore",8340318,33939450,103.819836,1.352083,103.819836,1.352083
1997,"Indonesia",647324,562631804,113.921327,-0.789275,113.921327,-0.789275
1997,"Brunei",4381,0,114.727669,4.535277,114.727669,4.535277
1997,"Philippines",19670203,5852051,121.774017,12.879721,121.774017,12.879721
1997,"Macau",5176,0,113.543873,22.198745,113.543873,22.198745
1997,"China",8477557,95611983,104.195397,35.86166,104.195397,35.86166
1997,"Korea, South",35345602,2997545,127.766922,35.907757,127.766922,35.907757
1997,"Hong Kong",27351161,2067516,114.109497,22.396428,114.109497,22.396428
1997,"Taiwan",17351974,3435792,120.960515,23.69781,120.960515,23.69781
1997,"Japan",41967033,5165027,138.252924,36.204824,138.252924,36.204824
1997,"Australia",14741461,479183,133.775136,-25.274398,133.775136,-25.274398
1997,"Papua New Guinea",0,23506023,143.95555,-6.314993,143.95555,-6.314993
1997,"New Zealand",1772411,12543,174.885971,-40.900557,174.885971,-40.900557
1997,"Samoa",0,24835,-172.104629,-13.759029,-172.104629,-13.759029
1997,"New Caledonia",59340,0,165.618042,-20.904305,165.618042,-20.904305
1997,"French Polynesia",305302,578730,-149.406843,-17.679742,-149.406843,-17.679742
1997,"Marshall Islands",41345,0,166.8417424,11.3246908,166.8417424,11.3246908
1997,"Micronesia",77322,0,158.2225229,6.8874581,158.2225229,6.8874581
1997,"Palau",225407,0,134.58252,7.51498,134.58252,7.51498
1997,"Fiji",27628,1080984,178.065032,-17.713371,178.065032,-17.713371
1997,"Tonga",0,176440,-175.198242,-21.178986,-175.198242,-21.178986
1997,"Morocco",11605,1574547,-7.09262,31.791702,-7.09262,31.791702
1997,"Algeria",80222,0,1.659626,28.033886,1.659626,28.033886
1997,"Tunisia",0,62723,9.537499,33.886917,9.537499,33.886917
1997,"Egypt",236418,2813733,30.802498,26.820553,30.802498,26.820553
1997,"Equatorial Guinea",2702,0,10.267895,1.650801,10.267895,1.650801
1997,"Cameroon",0,8120371,12.354722,7.369722,12.354722,7.369722
1997,"Guinea",38020,6568179,-9.696645,9.945587,-9.696645,9.945587
1997,"Sierra Leone",0,46619,-11.779889,8.460555,-11.779889,8.460555
1997,"Cote d'Ivoire",600045,237847842,-5.54708,7.539989,-5.54708,7.539989
1997,"Ghana",207733,9311971,-1.023194,7.946527,-1.023194,7.946527
1997,"Niger",0,18188,8.081666,17.607789,8.081666,17.607789
1997,"Togo",0,63905,0.824782,8.619543,0.824782,8.619543
1997,"Nigeria",155138,7242816,8.675277,9.081999,8.675277,9.081999
1997,"Congo (Brazzaville)",0,144714,15.827659,-0.228021,15.827659,-0.228021
1997,"Cabo Verde",7398,0,-23.6051868,15.120142,-23.6051868,15.120142
1997,"Liberia",36554,0,-9.429499,6.428055,-9.429499,6.428055
1997,"Congo (Kinshasa)",0,279219,21.758664,-4.038333,21.758664,-4.038333
1997,"Burundi",0,14228125,29.918886,-3.373056,29.918886,-3.373056
1997,"Rwanda",0,2635020,29.873888,-1.940278,29.873888,-1.940278
1997,"Ethiopia",0,64084331,40.489673,9.145,40.489673,9.145
1997,"Uganda",0,37903110,32.290275,1.373333,32.290275,1.373333
1997,"Kenya",64022,31303773,37.906193,-0.023559,37.906193,-0.023559
1997,"Tanzania",0,3749965,34.888822,-6.369028,34.888822,-6.369028
1997,"Mauritius",0,341166,57.552152,-20.348404,57.552152,-20.348404
1997,"Madagascar",0,31534436,46.869107,-18.766947,46.869107,-18.766947
1997,"Comoros",0,1463831,43.3333,-11.6455,43.3333,-11.6455
1997,"Reunion",0,20050,55.536384,-21.115141,55.536384,-21.115141
1997,"South Africa",577727,4964396,22.937506,-30.559482,22.937506,-30.559482
1997,"Zambia",0,91954,27.849332,-13.133897,27.849332,-13.133897
1997,"Zimbabwe",5205,3356603,29.154857,-19.015438,29.154857,-19.015438
1997,"Malawi",0,4787444,34.301525,-13.254308,34.301525,-13.254308
1998,"Canada",674626581,528644294,-106.346771,56.130366,-106.346771,56.130366
1998,"Mexico",93186086,584668970,-102.552784,23.634501,-102.552784,23.634501
1998,"Guatemala",1842636,308419926,-90.230759,15.783471,-90.230759,15.783471
1998,"Belize",422450,165470,-88.49765,17.189877,-88.49765,17.189877
1998,"El Salvador",1114192,90747900,-88.89653,13.794185,-88.89653,13.794185
1998,"Honduras",2062693,129039517,-86.241905,15.199999,-86.241905,15.199999
1998,"Nicaragua",758571,29082076,-85.207229,12.865416,-85.207229,12.865416
1998,"Costa Rica",1923042,168536688,-83.753428,9.748917,-83.753428,9.748917
1998,"Panama",3830117,21698351,-80.782127,8.537981,-80.782127,8.537981
1998,"Bermuda",1129926,0,-64.7505,32.3078,-64.7505,32.3078
1998,"Bahamas",2045387,0,-77.39628,25.03428,-77.39628,25.03428
1998,"Jamaica",2106335,4088736,-77.297508,18.109581,-77.297508,18.109581
1998,"Turks and Caicos Islands",48760,0,-71.797928,21.694025,-71.797928,21.694025
1998,"Cayman Islands",453241,131530,-81.2546,19.3133,-81.2546,19.3133
1998,"Haiti",300813,3292699,-72.285215,18.971187,-72.285215,18.971187
1998,"Dominican Republic",3678179,111479389,-70.162651,18.735693,-70.162651,18.735693
1998,"Anguilla",20508,0,-63.068615,18.220554,-63.068615,18.220554
1998,"British Virgin Islands",53252,66073,-64.639968,18.420695,-64.639968,18.420695
1998,"St Kitts and Nevis",46982,0,-62.782998,17.357822,-62.782998,17.357822
1998,"Antigua and Barbuda",72572,50223,-61.796428,17.060816,-61.796428,17.060816
1998,"Montserrat",3435,2410,-62.187366,16.742498,-62.187366,16.742498
1998,"Dominica",25114,26239,-61.370976,15.414999,-61.370976,15.414999
1998,"St Lucia",228353,39118,-60.978893,13.909444,-60.978893,13.909444
1998,"St Vincent and the Grenadines",19533,0,-61.1971628,13.2528179,-61.1971628,13.2528179
1998,"Grenada",20517,786192,-61.679,12.1165,-61.679,12.1165
1998,"Barbados",772629,5149,-59.543198,13.193887,-59.543198,13.193887
1998,"Trinidad and Tobago",1184661,1274130,-61.222503,10.691803,-61.222503,10.691803
1998,"Netherlands Antilles",3573709,0,-68.2623822,12.2018902,-68.2623822,12.2018902
1998,"Aruba",783404,0,-69.968338,12.52111,-69.968338,12.52111
1998,"Martinique",4329,0,-61.024174,14.641528,-61.024174,14.641528
1998,"Colombia",3671640,710725158,-74.297333,4.570868,-74.297333,4.570868
1998,"Venezuela",4713818,21008732,-66.58973,6.42375,-66.58973,6.42375
1998,"Guyana",185579,4472,-58.93018,4.860416,-58.93018,4.860416
1998,"Suriname",92900,18010,-56.027783,3.919305,-56.027783,3.919305
1998,"French Guiana",314000,0,-53.125782,3.933889,-53.125782,3.933889
1998,"Ecuador",1478487,65597990,-78.183406,-1.831239,-78.183406,-1.831239
1998,"Peru",2977669,137470103,-75.015152,-9.189967,-75.015152,-9.189967
1998,"Bolivia",387240,905295,-63.588653,-16.290154,-63.588653,-16.290154
1998,"Chile",1473223,21592046,-71.542969,-35.675147,-71.542969,-35.675147
1998,"Brazil",10022848,504865010,-51.92528,-14.235004,-51.92528,-14.235004
1998,"Paraguay",37233,308799,-58.443832,-23.442503,-58.443832,-23.442503
1998,"Uruguay",574228,73469,-55.765835,-32.522779,-55.765835,-32.522779
1998,"Argentina",1756550,51341693,-63.616672,-38.416097,-63.616672,-38.416097
1998,"Iceland",1148743,150220,-19.020835,64.963051,-19.020835,64.963051
1998,"Sweden",2080776,38369358,18.643501,60.128161,18.643501,60.128161
1998,"Norway",1157345,273432,8.468946,60.472024,8.468946,60.472024
1998,"Finland",6133067,789395,25.748151,61.92411,25.748151,61.92411
1998,"Denmark",724651,1086282,9.501785,56.26392,9.501785,56.26392
1998,"United Kingdom",11645587,64751965,-3.435973,55.378051,-3.435973,55.378051
1998,"Ireland",2546196,10396216,-7.6920536,53.1423672,-7.6920536,53.1423672
1998,"Netherlands",8095243,122889160,5.291266,52.132633,5.291266,52.132633
1998,"Belgium",9353243,42834470,4.469936,50.503887,4.469936,50.503887
1998,"Monaco",0,11428,7.4246158,43.7384176,7.4246158,43.7384176
1998,"France",6795447,52229424,2.213749,46.227638,2.213749,46.227638
1998,"Germany",16307176,140119963,10.451526,51.165691,10.451526,51.165691
