"Year","Country","ExportsFASValueBasisYtdDec","GenImportsCIFValBasisYtdDec","1","2","1","2"
2000,"Saudi Arabia",7446136,105935,45.079162,23.885942,45.079162,23.885942
2000,"Qatar",169276,0,51.183884,25.354826,51.183884,25.354826
2000,"United Arab Emirates",2865609,192545,53.847818,23.424076,53.847818,23.424076
2000,"Yemen",58574,3365388,48.516388,15.552727,48.516388,15.552727
2000,"Oman",287184,0,55.975413,21.4735329,55.975413,21.4735329
2000,"Bahrain",161144,0,50.5577,26.0667,50.5577,26.0667
2000,"India",1248501,156913300,78.96288,20.593684,78.96288,20.593684
2000,"Pakistan",108153,1995433,69.345116,30.375321,69.345116,30.375321
2000,"Nepal",0,8213,84.124008,28.394857,84.124008,28.394857
2000,"Bangladesh",0,10865,90.356331,23.684994,90.356331,23.684994
2000,"Sri Lanka",748617,22287677,80.771797,7.873054,80.771797,7.873054
2000,"Burma",0,30874,95.955974,21.916221,95.955974,21.916221
2000,"Thailand",2654743,31810002,100.992541,15.870032,100.992541,15.870032
2000,"Vietnam",42120,149434995,108.277199,14.058324,108.277199,14.058324
2000,"Cambodia",58604,0,104.990963,12.565679,104.990963,12.565679
2000,"Malaysia",3338986,70672854,101.975766,4.210484,101.975766,4.210484
2000,"Singapore",11314697,26504962,103.819836,1.352083,103.819836,1.352083
2000,"Indonesia",914193,379604134,113.921327,-0.789275,113.921327,-0.789275
2000,"Brunei",153790,0,114.727669,4.535277,114.727669,4.535277
2000,"Philippines",18198247,1687872,121.774017,12.879721,121.774017,12.879721
2000,"Macau",2770,13538,113.543873,22.198745,113.543873,22.198745
2000,"Bhutan",0,88128,90.433601,27.514162,90.433601,27.514162
2000,"China",8611589,72536874,104.195397,35.86166,104.195397,35.86166
2000,"Mongolia",26802,0,103.846656,46.862496,103.846656,46.862496
2000,"Korea, South",29279226,4936197,127.766922,35.907757,127.766922,35.907757
2000,"Hong Kong",11909405,3797103,114.109497,22.396428,114.109497,22.396428
2000,"Taiwan",14321130,4558870,120.960515,23.69781,120.960515,23.69781
2000,"Japan",55025886,7772415,138.252924,36.204824,138.252924,36.204824
2000,"Australia",19715992,637842,133.775136,-25.274398,133.775136,-25.274398
2000,"Norfolk Island",2682,0,167.954712,-29.040835,167.954712,-29.040835
2000,"Papua New Guinea",2598,23095732,143.95555,-6.314993,143.95555,-6.314993
2000,"New Zealand",2184522,17216,174.885971,-40.900557,174.885971,-40.900557
2000,"Tokelau",0,13380,-171.8484,-9.2002,-171.8484,-9.2002
2000,"Samoa",0,11042,-172.104629,-13.759029,-172.104629,-13.759029
2000,"Pitcairn Islands",4563,0,-128.3242376,-24.3767537,-128.3242376,-24.3767537
2000,"New Caledonia",50368,0,165.618042,-20.904305,165.618042,-20.904305
2000,"French Polynesia",276577,538096,-149.406843,-17.679742,-149.406843,-17.679742
2000,"Marshall Islands",51561,0,166.8417424,11.3246908,166.8417424,11.3246908
2000,"Micronesia",76572,0,158.2225229,6.8874581,158.2225229,6.8874581
2000,"Palau",152314,0,134.58252,7.51498,134.58252,7.51498
2000,"Fiji",0,384587,178.065032,-17.713371,178.065032,-17.713371
2000,"Tonga",2675,458605,-175.198242,-21.178986,-175.198242,-21.178986
2000,"Morocco",30942,822057,-7.09262,31.791702,-7.09262,31.791702
2000,"Tunisia",157943,37772,9.537499,33.886917,9.537499,33.886917
2000,"Egypt",336402,3111730,30.802498,26.820553,30.802498,26.820553
2000,"Cameroon",0,7047785,12.354722,7.369722,12.354722,7.369722
2000,"Guinea",28465,178551,-9.696645,9.945587,-9.696645,9.945587
2000,"Cote d'Ivoire",596322,275330523,-5.54708,7.539989,-5.54708,7.539989
2000,"Ghana",81594,71855662,-1.023194,7.946527,-1.023194,7.946527
2000,"Niger",0,17693,8.081666,17.607789,8.081666,17.607789
2000,"Togo",0,375237,0.824782,8.619543,0.824782,8.619543
2000,"Nigeria",16330,667572,8.675277,9.081999,8.675277,9.081999
2000,"Central African Republic",0,99440,20.939444,6.611111,20.939444,6.611111
2000,"St Helena",28813,0,-122.4703868,38.5052429,-122.4703868,38.5052429
2000,"Benin",30637,0,2.315834,9.30769,2.315834,9.30769
2000,"Angola",22279,0,17.873887,-11.202692,17.873887,-11.202692
2000,"Congo (Brazzaville)",107983,622004,15.827659,-0.228021,15.827659,-0.228021
2000,"Liberia",79865,0,-9.429499,6.428055,-9.429499,6.428055
2000,"Burundi",0,8209610,29.918886,-3.373056,29.918886,-3.373056
2000,"Rwanda",0,2453880,29.873888,-1.940278,29.873888,-1.940278
2000,"Ethiopia",0,14751679,40.489673,9.145,40.489673,9.145
2000,"Uganda",0,16305696,32.290275,1.373333,32.290275,1.373333
2000,"Kenya",12756,26082728,37.906193,-0.023559,37.906193,-0.023559
2000,"Tanzania",7408,2721017,34.888822,-6.369028,34.888822,-6.369028
2000,"Mauritius",0,44640,57.552152,-20.348404,57.552152,-20.348404
2000,"Madagascar",0,34320292,46.869107,-18.766947,46.869107,-18.766947
2000,"Comoros",0,3261338,43.3333,-11.6455,43.3333,-11.6455
2000,"Reunion",0,101829,55.536384,-21.115141,55.536384,-21.115141
2000,"South Africa",385422,2209171,22.937506,-30.559482,22.937506,-30.559482
2000,"Namibia",20100,0,18.49041,-22.95764,18.49041,-22.95764
2000,"Botswana",0,3676,24.684866,-22.328474,24.684866,-22.328474
2000,"Zambia",0,468077,27.849332,-13.133897,27.849332,-13.133897
2000,"Swaziland",0,13671,31.465866,-26.522503,31.465866,-26.522503
2000,"Zimbabwe",0,1874035,29.154857,-19.015438,29.154857,-19.015438
2000,"Malawi",0,11579015,34.301525,-13.254308,34.301525,-13.254308
2001,"Canada",561385301,637330582,-106.346771,56.130366,-106.346771,56.130366
2001,"Mexico",290018009,268133990,-102.552784,23.634501,-102.552784,23.634501
2001,"Guatemala",3853099,189257640,-90.230759,15.783471,-90.230759,15.783471
2001,"Belize",615080,66448,-88.49765,17.189877,-88.49765,17.189877
2001,"El Salvador",5205642,39206717,-88.89653,13.794185,-88.89653,13.794185
2001,"Honduras",2111504,39652708,-86.241905,15.199999,-86.241905,15.199999
2001,"Nicaragua",791796,38466087,-85.207229,12.865416,-85.207229,12.865416
2001,"Costa Rica",4189681,108458099,-83.753428,9.748917,-83.753428,9.748917
2001,"Panama",8777009,10663266,-80.782127,8.537981,-80.782127,8.537981
2001,"Bermuda",1008904,0,-64.7505,32.3078,-64.7505,32.3078
2001,"Bahamas",1366225,79342,-77.39628,25.03428,-77.39628,25.03428
2001,"Jamaica",2591726,5868238,-77.297508,18.109581,-77.297508,18.109581
2001,"Turks and Caicos Islands",14373,0,-71.797928,21.694025,-71.797928,21.694025
2001,"Cayman Islands",321820,0,-81.2546,19.3133,-81.2546,19.3133
2001,"Haiti",165990,1672984,-72.285215,18.971187,-72.285215,18.971187
2001,"Dominican Republic",4274696,39293954,-70.162651,18.735693,-70.162651,18.735693
2001,"Anguilla",12932,0,-63.068615,18.220554,-63.068615,18.220554
2001,"British Virgin Islands",20161,36413,-64.639968,18.420695,-64.639968,18.420695
2001,"St Kitts and Nevis",12100,0,-62.782998,17.357822,-62.782998,17.357822
2001,"Antigua and Barbuda",35050,52111,-61.796428,17.060816,-61.796428,17.060816
2001,"Dominica",46875,3207,-61.370976,15.414999,-61.370976,15.414999
2001,"St Lucia",238440,31967,-60.978893,13.909444,-60.978893,13.909444
2001,"St Vincent and the Grenadines",136360,0,-61.1971628,13.2528179,-61.1971628,13.2528179
2001,"Grenada",79385,1757430,-61.679,12.1165,-61.679,12.1165
2001,"Barbados",1126418,8619,-59.543198,13.193887,-59.543198,13.193887
2001,"Trinidad and Tobago",2143929,732793,-61.222503,10.691803,-61.222503,10.691803
2001,"Netherlands Antilles",668418,0,-68.2623822,12.2018902,-68.2623822,12.2018902
2001,"Aruba",1817457,0,-69.968338,12.52111,-69.968338,12.52111
2001,"Guadeloupe",2329885,0,-61.551,16.265,-61.551,16.265
2001,"Martinique",601207,0,-61.024174,14.641528,-61.024174,14.641528
2001,"Colombia",6508370,341818523,-74.297333,4.570868,-74.297333,4.570868
2001,"Venezuela",7685054,1945745,-66.58973,6.42375,-66.58973,6.42375
2001,"Guyana",367179,0,-58.93018,4.860416,-58.93018,4.860416
2001,"Suriname",127858,0,-56.027783,3.919305,-56.027783,3.919305
2001,"Ecuador",630253,48765594,-78.183406,-1.831239,-78.183406,-1.831239
2001,"Peru",2874949,59500483,-75.015152,-9.189967,-75.015152,-9.189967
2001,"Bolivia",334225,1128521,-63.588653,-16.290154,-63.588653,-16.290154
2001,"Chile",2567615,17790466,-71.542969,-35.675147,-71.542969,-35.675147
2001,"Brazil",10369651,296675286,-51.92528,-14.235004,-51.92528,-14.235004
2001,"Paraguay",50025,188279,-58.443832,-23.442503,-58.443832,-23.442503
2001,"Uruguay",2279460,87685,-55.765835,-32.522779,-55.765835,-32.522779
2001,"Argentina",1952411,43942470,-63.616672,-38.416097,-63.616672,-38.416097
2001,"Iceland",1126727,2719,-19.020835,64.963051,-19.020835,64.963051
2001,"Sweden",1346848,27041882,18.643501,60.128161,18.643501,60.128161
2001,"Norway",524550,227799,8.468946,60.472024,8.468946,60.472024
2001,"Finland",2577055,566351,25.748151,61.92411,25.748151,61.92411
2001,"Denmark",478970,3559242,9.501785,56.26392,9.501785,56.26392
2001,"United Kingdom",18022287,81600261,-3.435973,55.378051,-3.435973,55.378051
2001,"Ireland",3310944,15748227,-7.6920536,53.1423672,-7.6920536,53.1423672
2001,"Netherlands",5482997,148079374,5.291266,52.132633,5.291266,52.132633
2001,"Belgium",2267121,58438479,4.469936,50.503887,4.469936,50.503887
2001,"Luxembourg",0,22015,6.129583,49.815273,6.129583,49.815273
2001,"Monaco",0,12118,7.4246158,43.7384176,7.4246158,43.7384176
2001,"France",6650417,43261388,2.213749,46.227638,2.213749,46.227638
2001,"Germany",26645074,126006266,10.451526,51.165691,10.451526,51.165691
2001,"Austria",8000,3924079,14.550072,47.516231,14.550072,47.516231
2001,"Czech Republic",22724,42814,15.472962,49.817492,15.472962,49.817492
2001,"Slovakia",14560,35640,19.699024,48.669026,19.699024,48.669026
2001,"Hungary",280416,970080,19.503304,47.162494,19.503304,47.162494
2001,"Switzerland",13923765,41338352,8.227512,46.818188,8.227512,46.818188
2001,"Estonia",139719,4392,25.013607,58.595272,25.013607,58.595272
2001,"Latvia",440314,451255,24.603189,56.879635,24.603189,56.879635
2001,"Lithuania",160251,31525,23.881275,55.169438,23.881275,55.169438
2001,"Poland",38715,6670683,19.145136,51.919438,19.145136,51.919438
2001,"Russia",3160214,1235350,105.318756,61.52401,105.318756,61.52401
2001,"Belarus",0,95673,27.953389,53.709807,27.953389,53.709807
2001,"Ukraine",738899,157101,31.16558,48.379433,31.16558,48.379433
2001,"Armenia",0,31321,45.038189,40.069099,45.038189,40.069099
2001,"Georgia",63368,1180617,-82.9000751,32.1656221,-82.9000751,32.1656221
2001,"Moldova",0,6610,28.369885,47.411631,28.369885,47.411631
2001,"Uzbekistan",7703,0,64.585262,41.377491,64.585262,41.377491
2001,"Spain",1330018,22135255,-3.74922,40.463667,-3.74922,40.463667
2001,"Portugal",268035,571992,-8.224454,39.399872,-8.224454,39.399872
2001,"Malta",12501,0,14.375416,35.937496,14.375416,35.937496
2001,"Italy",1783320,36113173,12.56738,41.87194,12.56738,41.87194
2001,"Croatia",0,1232455,15.2,45.1,15.2,45.1
2001,"Slovenia",11038,141091,14.995463,46.151241,14.995463,46.151241
2001,"Bosnia and Herzegovina",4050,132939,17.679076,43.915886,17.679076,43.915886
2001,"Macedonia",0,121185,21.745275,41.608635,21.745275,41.608635
2001,"Montenegro",0,48690,19.37439,42.708678,19.37439,42.708678
2001,"Albania",23420,150723,20.168331,41.153332,20.168331,41.153332
2001,"Greece",363116,2620316,21.824312,39.074208,21.824312,39.074208
2001,"Romania",23918,0,24.96676,45.943161,24.96676,45.943161
2001,"Bulgaria",0,2134170,25.48583,42.733883,25.48583,42.733883
2001,"Turkey",474439,20824375,35.243322,38.963745,35.243322,38.963745
2001,"Cyprus",25922,105346,33.429859,35.126413,33.429859,35.126413
2001,"Syria",71100,7735915,38.996815,34.802075,38.996815,34.802075
2001,"Lebanon",765369,718470,35.862285,33.854721,35.862285,33.854721
2001,"Iran",0,321656,53.688046,32.427908,53.688046,32.427908
2001,"Israel",6898367,15059636,34.851612,31.046051,34.851612,31.046051
2001,"Jordan",82798,214631,36.238414,30.585164,36.238414,30.585164
2001,"Kuwait",2758949,0,47.481766,29.31166,47.481766,29.31166
2001,"Saudi Arabia",9183756,47237,45.079162,23.885942,45.079162,23.885942
2001,"Qatar",572272,0,51.183884,25.354826,51.183884,25.354826
2001,"United Arab Emirates",5625608,76405,53.847818,23.424076,53.847818,23.424076
2001,"Yemen",7383,4251355,48.516388,15.552727,48.516388,15.552727
2001,"Oman",92174,0,55.975413,21.4735329,55.975413,21.4735329
2001,"Bahrain",608225,0,50.5577,26.0667,50.5577,26.0667
2001,"Afghanistan",140355,0,67.709953,33.93911,67.709953,33.93911
2001,"India",860234,100584836,78.96288,20.593684,78.96288,20.593684
2001,"Pakistan",66281,2409556,69.345116,30.375321,69.345116,30.375321
2001,"Bangladesh",3095,9951,90.356331,23.684994,90.356331,23.684994
2001,"Sri Lanka",637438,19956732,80.771797,7.873054,80.771797,7.873054
2001,"Burma",0,42429,95.955974,21.916221,95.955974,21.916221
2001,"Thailand",3441067,21948642,100.992541,15.870032,100.992541,15.870032
2001,"Vietnam",521867,107449517,108.277199,14.058324,108.277199,14.058324
2001,"Cambodia",25190,0,104.990963,12.565679,104.990963,12.565679
2001,"Malaysia",4319443,59359941,101.975766,4.210484,101.975766,4.210484
2001,"Singapore",13221582,16284556,103.819836,1.352083,103.819836,1.352083
2001,"Indonesia",2262556,377813798,113.921327,-0.789275,113.921327,-0.789275
2001,"Brunei",142175,0,114.727669,4.535277,114.727669,4.535277
2001,"Philippines",11112334,2566899,121.774017,12.879721,121.774017,12.879721
2001,"Macau",58500,56500,113.543873,22.198745,113.543873,22.198745
2001,"China",8640767,68337306,104.195397,35.86166,104.195397,35.86166
2001,"Korea, South",21841815,4370470,127.766922,35.907757,127.766922,35.907757
2001,"Hong Kong",13108560,3039556,114.109497,22.396428,114.109497,22.396428
2001,"Taiwan",16788308,4289683,120.960515,23.69781,120.960515,23.69781
2001,"Japan",57838313,6389955,138.252924,36.204824,138.252924,36.204824
2001,"Australia",7950879,1074131,133.775136,-25.274398,133.775136,-25.274398
2001,"Papua New Guinea",3360,32372078,143.95555,-6.314993,143.95555,-6.314993
2001,"New Zealand",1865785,459081,174.885971,-40.900557,174.885971,-40.900557
2001,"Tokelau",0,48962,-171.8484,-9.2002,-171.8484,-9.2002
2001,"Samoa",3133,5400,-172.104629,-13.759029,-172.104629,-13.759029
2001,"Vanuatu",0,14995,166.959158,-15.376706,166.959158,-15.376706
2001,"Pitcairn Islands",8010,0,-128.3242376,-24.3767537,-128.3242376,-24.3767537
2001,"New Caledonia",57305,46441,165.618042,-20.904305,165.618042,-20.904305
2001,"French Polynesia",355763,396319,-149.406843,-17.679742,-149.406843,-17.679742
2001,"Marshall Islands",56417,0,166.8417424,11.3246908,166.8417424,11.3246908
2001,"Micronesia",71733,0,158.2225229,6.8874581,158.2225229,6.8874581
2001,"Palau",304486,0,134.58252,7.51498,134.58252,7.51498
2001,"Fiji",0,385739,178.065032,-17.713371,178.065032,-17.713371
2001,"Tonga",0,314729,-175.198242,-21.178986,-175.198242,-21.178986
2001,"Morocco",0,793170,-7.09262,31.791702,-7.09262,31.791702
2001,"Tunisia",34299,2649,9.537499,33.886917,9.537499,33.886917
2001,"Egypt",363536,3569912,30.802498,26.820553,30.802498,26.820553
2001,"Cameroon",0,2852594,12.354722,7.369722,12.354722,7.369722
2001,"Guinea",37594,3537898,-9.696645,9.945587,-9.696645,9.945587
2001,"Cote d'Ivoire",389538,241404732,-5.54708,7.539989,-5.54708,7.539989
2001,"Ghana",159593,57382766,-1.023194,7.946527,-1.023194,7.946527
2001,"Niger",20998,0,8.081666,17.607789,8.081666,17.607789
2001,"Togo",32017,228580,0.824782,8.619543,0.824782,8.619543
2001,"Nigeria",90104,1520940,8.675277,9.081999,8.675277,9.081999
2001,"Central African Republic",0,2215,20.939444,6.611111,20.939444,6.611111
2001,"Gabon",2905,0,11.609444,-0.803689,11.609444,-0.803689
2001,"St Helena",55397,0,-122.4703868,38.5052429,-122.4703868,38.5052429
2001,"Burkina Faso",31000,0,-1.561593,12.238333,-1.561593,12.238333
2001,"Benin",11404,0,2.315834,9.30769,2.315834,9.30769
2001,"Angola",128621,0,17.873887,-11.202692,17.873887,-11.202692
2001,"Congo (Brazzaville)",0,385079,15.827659,-0.228021,15.827659,-0.228021
2001,"Liberia",22563,0,-9.429499,6.428055,-9.429499,6.428055
2001,"Burundi",0,2671960,29.918886,-3.373056,29.918886,-3.373056
2001,"Rwanda",0,4003591,29.873888,-1.940278,29.873888,-1.940278
2001,"Ethiopia",0,11821806,40.489673,9.145,40.489673,9.145
2001,"Uganda",0,12993538,32.290275,1.373333,32.290275,1.373333
2001,"Kenya",0,28991748,37.906193,-0.023559,37.906193,-0.023559
2001,"British Indian Ocean Territories",38240,0,72.4242508,-7.3346232,72.4242508,-7.3346232
2001,"Tanzania",6473,2087531,34.888822,-6.369028,34.888822,-6.369028
2001,"Madagascar",0,81445495,46.869107,-18.766947,46.869107,-18.766947
2001,"Comoros",0,10404396,43.3333,-11.6455,43.3333,-11.6455
2001,"Reunion",86564,42008,55.536384,-21.115141,55.536384,-21.115141
2001,"South Africa",416753,2678552,22.937506,-30.559482,22.937506,-30.559482
2001,"Zambia",0,434945,27.849332,-13.133897,27.849332,-13.133897
2001,"Swaziland",0,7408,31.465866,-26.522503,31.465866,-26.522503
2001,"Zimbabwe",0,1783885,29.154857,-19.015438,29.154857,-19.015438
2001,"Malawi",0,13852025,34.301525,-13.254308,34.301525,-13.254308
2002,"Canada",621201685,710657464,-106.346771,56.130366,-106.346771,56.130366
2002,"Mexico",112649198,290626444,-102.552784,23.634501,-102.552784,23.634501
2002,"Guatemala",5260434,180067398,-90.230759,15.783471,-90.230759,15.783471
2002,"Belize",538655,53766,-88.49765,17.189877,-88.49765,17.189877
2002,"El Salvador",3082614,34413476,-88.89653,13.794185,-88.89653,13.794185
2002,"Honduras",2008523,31545205,-86.241905,15.199999,-86.241905,15.199999
2002,"Nicaragua",921742,33789083,-85.207229,12.865416,-85.207229,12.865416
2002,"Costa Rica",5400831,128082639,-83.753428,9.748917,-83.753428,9.748917
2002,"Panama",11387948,8665886,-80.782127,8.537981,-80.782127,8.537981
2002,"Bermuda",1101247,0,-64.7505,32.3078,-64.7505,32.3078
2002,"Bahamas",1464840,96337,-77.39628,25.03428,-77.39628,25.03428
2002,"Cuba",46666,0,-77.781167,21.521757,-77.781167,21.521757
2002,"Jamaica",2583450,4969866,-77.297508,18.109581,-77.297508,18.109581
2002,"Turks and Caicos Islands",24147,0,-71.797928,21.694025,-71.797928,21.694025
2002,"Cayman Islands",339780,0,-81.2546,19.3133,-81.2546,19.3133
2002,"Haiti",69871,4085777,-72.285215,18.971187,-72.285215,18.971187
2002,"Dominican Republic",5634469,49808008,-70.162651,18.735693,-70.162651,18.735693
2002,"British Virgin Islands",4271,306383,-64.639968,18.420695,-64.639968,18.420695
2002,"St Kitts and Nevis",11165,0,-62.782998,17.357822,-62.782998,17.357822
2002,"Antigua and Barbuda",54206,106590,-61.796428,17.060816,-61.796428,17.060816
2002,"Dominica",18610,0,-61.370976,15.414999,-61.370976,15.414999
2002,"St Lucia",194803,26636,-60.978893,13.909444,-60.978893,13.909444
2002,"St Vincent and the Grenadines",32576,0,-61.1971628,13.2528179,-61.1971628,13.2528179
2002,"Grenada",16348,2039627,-61.679,12.1165,-61.679,12.1165
2002,"Barbados",1197260,28467,-59.543198,13.193887,-59.543198,13.193887
2002,"Trinidad and Tobago",2008368,857671,-61.222503,10.691803,-61.222503,10.691803
2002,"Netherlands Antilles",2222564,0,-68.2623822,12.2018902,-68.2623822,12.2018902
2002,"Aruba",1215692,0,-69.968338,12.52111,-69.968338,12.52111
2002,"Guadeloupe",7310,0,-61.551,16.265,-61.551,16.265
2002,"Martinique",15675,0,-61.024174,14.641528,-61.024174,14.641528
2002,"Colombia",8915141,352806990,-74.297333,4.570868,-74.297333,4.570868
2002,"Venezuela",6616123,14670950,-66.58973,6.42375,-66.58973,6.42375
2002,"Guyana",429701,36623,-58.93018,4.860416,-58.93018,4.860416
2002,"Suriname",672328,193804,-56.027783,3.919305,-56.027783,3.919305
2002,"Ecuador",750811,50884386,-78.183406,-1.831239,-78.183406,-1.831239
2002,"Peru",4697176,72936195,-75.015152,-9.189967,-75.015152,-9.189967
2002,"Bolivia",214889,1974021,-63.588653,-16.290154,-63.588653,-16.290154
2002,"Chile",1324734,18313271,-71.542969,-35.675147,-71.542969,-35.675147
2002,"Brazil",8003861,336386147,-51.92528,-14.235004,-51.92528,-14.235004
2002,"Paraguay",75382,288579,-58.443832,-23.442503,-58.443832,-23.442503
2002,"Uruguay",1501609,318246,-55.765835,-32.522779,-55.765835,-32.522779
2002,"Argentina",319215,43041558,-63.616672,-38.416097,-63.616672,-38.416097
2002,"Iceland",761842,48177,-19.020835,64.963051,-19.020835,64.963051
2002,"Sweden",1613476,31200049,18.643501,60.128161,18.643501,60.128161
2002,"Norway",426400,242823,8.468946,60.472024,8.468946,60.472024
2002,"Finland",295725,618781,25.748151,61.92411,25.748151,61.92411
2002,"Denmark",357591,4294371,9.501785,56.26392,9.501785,56.26392
2002,"United Kingdom",17656473,79482831,-3.435973,55.378051,-3.435973,55.378051
2002,"Ireland",4925299,15890851,-7.6920536,53.1423672,-7.6920536,53.1423672
2002,"Netherlands",6944062,171763248,5.291266,52.132633,5.291266,52.132633
2002,"Belgium",1210900,54791007,4.469936,50.503887,4.469936,50.503887
2002,"Luxembourg",2801,17810,6.129583,49.815273,6.129583,49.815273
2002,"Monaco",0,3357,7.4246158,43.7384176,7.4246158,43.7384176
2002,"France",9153330,49606877,2.213749,46.227638,2.213749,46.227638
2002,"Germany",22490041,128744858,10.451526,51.165691,10.451526,51.165691
2002,"Austria",9370,7712668,14.550072,47.516231,14.550072,47.516231
2002,"Czech Republic",19084,127905,15.472962,49.817492,15.472962,49.817492
2002,"Slovakia",3675,51329,19.699024,48.669026,19.699024,48.669026
2002,"Hungary",544495,778135,19.503304,47.162494,19.503304,47.162494
2002,"Switzerland",5262425,49454660,8.227512,46.818188,8.227512,46.818188
2002,"Estonia",625652,19063,25.013607,58.595272,25.013607,58.595272
2002,"Latvia",570545,475665,24.603189,56.879635,24.603189,56.879635
2002,"Lithuania",120863,113388,23.881275,55.169438,23.881275,55.169438
2002,"Poland",803847,8618847,19.145136,51.919438,19.145136,51.919438
2002,"Russia",2611338,1272273,105.318756,61.52401,105.318756,61.52401
2002,"Belarus",0,233215,27.953389,53.709807,27.953389,53.709807
2002,"Ukraine",435508,294495,31.16558,48.379433,31.16558,48.379433
2002,"Armenia",0,42453,45.038189,40.069099,45.038189,40.069099
2002,"Azerbaijan",3340,0,47.576927,40.143105,47.576927,40.143105
2002,"Georgia",45173,563723,-82.9000751,32.1656221,-82.9000751,32.1656221
2002,"Moldova",0,9044,28.369885,47.411631,28.369885,47.411631
2002,"Spain",1807966,29081141,-3.74922,40.463667,-3.74922,40.463667
2002,"Portugal",192476,637502,-8.224454,39.399872,-8.224454,39.399872
2002,"Malta",24072,0,14.375416,35.937496,14.375416,35.937496
2002,"Italy",796503,37896902,12.56738,41.87194,12.56738,41.87194
2002,"Croatia",22629,1160447,15.2,45.1,15.2,45.1
2002,"Slovenia",33000,73842,14.995463,46.151241,14.995463,46.151241
2002,"Bosnia and Herzegovina",29044,226660,17.679076,43.915886,17.679076,43.915886
2002,"Macedonia",0,82618,21.745275,41.608635,21.745275,41.608635
2002,"Montenegro",23745,130169,19.37439,42.708678,19.37439,42.708678
2002,"Albania",0,73553,20.168331,41.153332,20.168331,41.153332
2002,"Greece",410395,1884184,21.824312,39.074208,21.824312,39.074208
2002,"Romania",67651,17032,24.96676,45.943161,24.96676,45.943161
2002,"Bulgaria",0,1023214,25.48583,42.733883,25.48583,42.733883
2002,"Turkey",176803,19547015,35.243322,38.963745,35.243322,38.963745
2002,"Cyprus",76418,104924,33.429859,35.126413,33.429859,35.126413
2002,"Syria",0,6776040,38.996815,34.802075,38.996815,34.802075
2002,"Lebanon",2626190,725253,35.862285,33.854721,35.862285,33.854721
2002,"Iran",0,323507,53.688046,32.427908,53.688046,32.427908
2002,"Israel",6053818,11316059,34.851612,31.046051,34.851612,31.046051
2002,"Jordan",409007,173539,36.238414,30.585164,36.238414,30.585164
2002,"Kuwait",2563691,10995,47.481766,29.31166,47.481766,29.31166
2002,"Saudi Arabia",11491231,42964,45.079162,23.885942,45.079162,23.885942
2002,"Qatar",1135692,0,51.183884,25.354826,51.183884,25.354826
2002,"United Arab Emirates",5169332,328229,53.847818,23.424076,53.847818,23.424076
2002,"Yemen",11144,3034619,48.516388,15.552727,48.516388,15.552727
2002,"Oman",269101,0,55.975413,21.4735329,55.975413,21.4735329
2002,"Bahrain",528607,0,50.5577,26.0667,50.5577,26.0667
2002,"Afghanistan",4894,0,67.709953,33.93911,67.709953,33.93911
2002,"India",846100,86048045,78.96288,20.593684,78.96288,20.593684
2002,"Pakistan",65581,2778798,69.345116,30.375321,69.345116,30.375321
2002,"Nepal",0,20993,84.124008,28.394857,84.124008,28.394857
2002,"Bangladesh",0,12128,90.356331,23.684994,90.356331,23.684994
2002,"Sri Lanka",578234,23949060,80.771797,7.873054,80.771797,7.873054
2002,"Burma",14013,0,95.955974,21.916221,95.955974,21.916221
2002,"Thailand",6204737,10865504,100.992541,15.870032,100.992541,15.870032
2002,"Vietnam",356202,85512213,108.277199,14.058324,108.277199,14.058324
2002,"Laos",0,35450,102.495496,19.85627,102.495496,19.85627
2002,"Cambodia",11817,9744,104.990963,12.565679,104.990963,12.565679
2002,"Malaysia",6288998,48199353,101.975766,4.210484,101.975766,4.210484
2002,"Singapore",20483549,23090645,103.819836,1.352083,103.819836,1.352083
2002,"Indonesia",1788490,381822921,113.921327,-0.789275,113.921327,-0.789275
2002,"Brunei",25487,0,114.727669,4.535277,114.727669,4.535277
2002,"Philippines",25232336,2713770,121.774017,12.879721,121.774017,12.879721
2002,"China",9861656,77200484,104.195397,35.86166,104.195397,35.86166
2002,"Korea, South",42768603,3147155,127.766922,35.907757,127.766922,35.907757
2002,"Hong Kong",12278137,3415534,114.109497,22.396428,114.109497,22.396428
2002,"Taiwan",13073090,4738340,120.960515,23.69781,120.960515,23.69781
2002,"Japan",64313257,8337988,138.252924,36.204824,138.252924,36.204824
2002,"Australia",6809059,1729392,133.775136,-25.274398,133.775136,-25.274398
2002,"Cocos (Keeling) Islands",44842,0,96.8417478,-12.1706919,96.8417478,-12.1706919
2002,"Papua New Guinea",0,38182519,143.95555,-6.314993,143.95555,-6.314993
2002,"New Zealand",2044879,424409,174.885971,-40.900557,174.885971,-40.900557
2002,"Cook Islands",15068,0,-159.777671,-21.236736,-159.777671,-21.236736
2002,"Tokelau",0,30047,-171.8484,-9.2002,-171.8484,-9.2002
2002,"New Caledonia",40869,0,165.618042,-20.904305,165.618042,-20.904305
2002,"French Polynesia",239951,646114,-149.406843,-17.679742,-149.406843,-17.679742
2002,"Marshall Islands",79901,0,166.8417424,11.3246908,166.8417424,11.3246908
2002,"Micronesia",31142,0,158.2225229,6.8874581,158.2225229,6.8874581
2002,"Palau",237415,0,134.58252,7.51498,134.58252,7.51498
2002,"Fiji",0,301697,178.065032,-17.713371,178.065032,-17.713371
2002,"Tonga",0,1435530,-175.198242,-21.178986,-175.198242,-21.178986
