Year,SITC,sitc_sdesc,Country,Export,Import
2007,071,COFFEE AND COFFEE SUBSTITUTES,Chile,1310181,105739
2007,071,COFFEE AND COFFEE SUBSTITUTES,Brazil,1617418,725777449
2007,071,COFFEE AND COFFEE SUBSTITUTES,Paraguay,2719,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Uruguay,59779,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Argentina,49557,281502
2007,071,COFFEE AND COFFEE SUBSTITUTES,Iceland,88160,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Sweden,1566107,38618548
2007,071,COFFEE AND COFFEE SUBSTITUTES,Norway,410964,44275
2007,071,COFFEE AND COFFEE SUBSTITUTES,Finland,151937,17399
2007,071,COFFEE AND COFFEE SUBSTITUTES,Denmark,443113,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,United Kingdom,3432145,4576577
2007,071,COFFEE AND COFFEE SUBSTITUTES,Ireland,145165,12413
2007,071,COFFEE AND COFFEE SUBSTITUTES,Netherlands,2399276,9689024
2007,071,COFFEE AND COFFEE SUBSTITUTES,Belgium,325715,12127962
2007,071,COFFEE AND COFFEE SUBSTITUTES,France,2197670,2703331
2007,071,COFFEE AND COFFEE SUBSTITUTES,Germany,36173226,144259115
2007,071,COFFEE AND COFFEE SUBSTITUTES,Austria,133115,222704
2007,071,COFFEE AND COFFEE SUBSTITUTES,Czech Republic,0,59648
2007,071,COFFEE AND COFFEE SUBSTITUTES,Hungary,0,41630
2007,071,COFFEE AND COFFEE SUBSTITUTES,Switzerland,114748,35916259
2007,071,COFFEE AND COFFEE SUBSTITUTES,Latvia,1259423,19499
2007,071,COFFEE AND COFFEE SUBSTITUTES,Lithuania,8168,64436
2007,071,COFFEE AND COFFEE SUBSTITUTES,Poland,20386,943359
2007,071,COFFEE AND COFFEE SUBSTITUTES,Russia,305791,18114
2007,071,COFFEE AND COFFEE SUBSTITUTES,Ukraine,0,76264
2007,071,COFFEE AND COFFEE SUBSTITUTES,Georgia,3021,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Kazakhstan,153000,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Spain,397272,1307160
2007,071,COFFEE AND COFFEE SUBSTITUTES,Portugal,13719,669130
2007,071,COFFEE AND COFFEE SUBSTITUTES,Italy,3340417,45327853
2007,071,COFFEE AND COFFEE SUBSTITUTES,Croatia,0,252562
2007,071,COFFEE AND COFFEE SUBSTITUTES,Slovenia,0,20562
2007,071,COFFEE AND COFFEE SUBSTITUTES,Bosnia and Herzegovina,0,740880
2007,071,COFFEE AND COFFEE SUBSTITUTES,Macedonia,0,240864
2007,071,COFFEE AND COFFEE SUBSTITUTES,Serbia,0,112200
2007,071,COFFEE AND COFFEE SUBSTITUTES,Montenegro,0,11110
2007,071,COFFEE AND COFFEE SUBSTITUTES,Greece,516672,2061566
2007,071,COFFEE AND COFFEE SUBSTITUTES,Romania,0,26987
2007,071,COFFEE AND COFFEE SUBSTITUTES,Bulgaria,3341,2593
2007,071,COFFEE AND COFFEE SUBSTITUTES,Turkey,153040,167752
2007,071,COFFEE AND COFFEE SUBSTITUTES,Cyprus,51736,70597
2007,071,COFFEE AND COFFEE SUBSTITUTES,Syria,0,43547
2007,071,COFFEE AND COFFEE SUBSTITUTES,Lebanon,154552,1000722
2007,071,COFFEE AND COFFEE SUBSTITUTES,Israel,787398,1051477
2007,071,COFFEE AND COFFEE SUBSTITUTES,Jordan,157377,46626
2007,071,COFFEE AND COFFEE SUBSTITUTES,Kuwait,666422,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Saudi Arabia,3811317,71271
2007,071,COFFEE AND COFFEE SUBSTITUTES,Qatar,249102,66195
2007,071,COFFEE AND COFFEE SUBSTITUTES,United Arab Emirates,1453026,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Yemen,9639,4483213
2007,071,COFFEE AND COFFEE SUBSTITUTES,Oman,21631,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Bahrain,200501,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,India,85675,9109261
2007,071,COFFEE AND COFFEE SUBSTITUTES,Pakistan,9960,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Nepal,0,14441
2007,071,COFFEE AND COFFEE SUBSTITUTES,Sri Lanka,29568,2140
2007,071,COFFEE AND COFFEE SUBSTITUTES,Thailand,536525,17471988
2007,071,COFFEE AND COFFEE SUBSTITUTES,Vietnam,44353,327735906
2007,071,COFFEE AND COFFEE SUBSTITUTES,Laos,0,8812150
2007,071,COFFEE AND COFFEE SUBSTITUTES,Malaysia,1083132,33123603
2007,071,COFFEE AND COFFEE SUBSTITUTES,Singapore,12999183,1921413
2007,071,COFFEE AND COFFEE SUBSTITUTES,Indonesia,1012148,217836615
2007,071,COFFEE AND COFFEE SUBSTITUTES,Brunei,19342,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Philippines,1521078,18583
2007,071,COFFEE AND COFFEE SUBSTITUTES,Macau,3750,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Maldives,3550,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,China,11685273,1812460
2007,071,COFFEE AND COFFEE SUBSTITUTES,"Korea, South",10767850,3001228
2007,071,COFFEE AND COFFEE SUBSTITUTES,Hong Kong,2385370,20502
2007,071,COFFEE AND COFFEE SUBSTITUTES,Taiwan,2915422,124358
2007,071,COFFEE AND COFFEE SUBSTITUTES,Japan,45996635,1616202
2007,071,COFFEE AND COFFEE SUBSTITUTES,Australia,1618661,186288
2007,071,COFFEE AND COFFEE SUBSTITUTES,Papua New Guinea,0,35787710
2007,071,COFFEE AND COFFEE SUBSTITUTES,New Zealand,1251998,5196
2007,071,COFFEE AND COFFEE SUBSTITUTES,Samoa,7028,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,French Polynesia,8096,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Palau,25314,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Egypt,73359,282037
2007,071,COFFEE AND COFFEE SUBSTITUTES,Equatorial Guinea,59632,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Cameroon,0,4129179
2007,071,COFFEE AND COFFEE SUBSTITUTES,Senegal,8700,3978
2007,071,COFFEE AND COFFEE SUBSTITUTES,Guinea,0,288581
2007,071,COFFEE AND COFFEE SUBSTITUTES,Cote d'Ivoire,0,5509235
2007,071,COFFEE AND COFFEE SUBSTITUTES,Ghana,15675,0
2007,071,COFFEE AND COFFEE SUBSTITUTES,Nigeria,65530,374424
2007,071,COFFEE AND COFFEE SUBSTITUTES,Congo (Brazzaville),0,54194
2007,071,COFFEE AND COFFEE SUBSTITUTES,Guinea-Bissau,0,18067
2007,071,COFFEE AND COFFEE SUBSTITUTES,Congo (Kinshasa),0,258701
2007,071,COFFEE AND COFFEE SUBSTITUTES,Burundi,0,1125213
2007,071,COFFEE AND COFFEE SUBSTITUTES,Rwanda,0,6703787
2007,071,COFFEE AND COFFEE SUBSTITUTES,Ethiopia,0,46980050
2007,071,COFFEE AND COFFEE SUBSTITUTES,Djibouti,0,881039
2007,071,COFFEE AND COFFEE SUBSTITUTES,Uganda,0,9212702
2007,071,COFFEE AND COFFEE SUBSTITUTES,Kenya,3656,27102076
2007,071,COFFEE AND COFFEE SUBSTITUTES,Tanzania,0,13295698
2007,071,COFFEE AND COFFEE SUBSTITUTES,Madagascar,0,2738046
2007,071,COFFEE AND COFFEE SUBSTITUTES,South Africa,692801,236069
2007,071,COFFEE AND COFFEE SUBSTITUTES,Zambia,0,876237
2007,071,COFFEE AND COFFEE SUBSTITUTES,Zimbabwe,0,310090
2007,071,COFFEE AND COFFEE SUBSTITUTES,Malawi,0,50667
2008,071,COFFEE AND COFFEE SUBSTITUTES,Canada,545492325,147704618
2008,071,COFFEE AND COFFEE SUBSTITUTES,Mexico,16142551,324342522
2008,071,COFFEE AND COFFEE SUBSTITUTES,Guatemala,295623,379821821
2008,071,COFFEE AND COFFEE SUBSTITUTES,Belize,59913,15241
2008,071,COFFEE AND COFFEE SUBSTITUTES,El Salvador,389680,124450832
2008,071,COFFEE AND COFFEE SUBSTITUTES,Honduras,84950,134946967
2008,071,COFFEE AND COFFEE SUBSTITUTES,Nicaragua,47313,144320098
2008,071,COFFEE AND COFFEE SUBSTITUTES,Costa Rica,73266,196022742
2008,071,COFFEE AND COFFEE SUBSTITUTES,Panama,422964,15756685
2008,071,COFFEE AND COFFEE SUBSTITUTES,Bermuda,1835578,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Bahamas,1157720,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Jamaica,532990,2669344
2008,071,COFFEE AND COFFEE SUBSTITUTES,Turks and Caicos Islands,41120,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Cayman Islands,211280,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Haiti,9100,193241
2008,071,COFFEE AND COFFEE SUBSTITUTES,Dominican Republic,765671,8119191
2008,071,COFFEE AND COFFEE SUBSTITUTES,Anguilla,3677,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,British Virgin Islands,53406,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,St Kitts and Nevis,47442,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Antigua and Barbuda,44134,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Dominica,2876,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,St Lucia,62514,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,St Vincent and the Grenadines,14588,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Grenada,17814,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Barbados,287896,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Trinidad and Tobago,1039735,15904
2008,071,COFFEE AND COFFEE SUBSTITUTES,Netherlands Antilles,120766,3581
2008,071,COFFEE AND COFFEE SUBSTITUTES,Aruba,268703,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Guadeloupe,4273,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Colombia,141109,869635449
2008,071,COFFEE AND COFFEE SUBSTITUTES,Venezuela,208973,15739295
2008,071,COFFEE AND COFFEE SUBSTITUTES,Guyana,102098,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Suriname,11780,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Ecuador,0,6270095
2008,071,COFFEE AND COFFEE SUBSTITUTES,Peru,629364,174499419
2008,071,COFFEE AND COFFEE SUBSTITUTES,Bolivia,3642,5137542
2008,071,COFFEE AND COFFEE SUBSTITUTES,Chile,1479224,161998
2008,071,COFFEE AND COFFEE SUBSTITUTES,Brazil,1107586,859416388
2008,071,COFFEE AND COFFEE SUBSTITUTES,Uruguay,150372,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Argentina,330662,35048
2008,071,COFFEE AND COFFEE SUBSTITUTES,Iceland,77954,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Sweden,1512544,36906632
2008,071,COFFEE AND COFFEE SUBSTITUTES,Norway,340179,65485
2008,071,COFFEE AND COFFEE SUBSTITUTES,Finland,764965,18186
2008,071,COFFEE AND COFFEE SUBSTITUTES,Denmark,905399,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,United Kingdom,1685915,5141237
2008,071,COFFEE AND COFFEE SUBSTITUTES,Ireland,124733,43751
2008,071,COFFEE AND COFFEE SUBSTITUTES,Netherlands,2800045,4760868
2008,071,COFFEE AND COFFEE SUBSTITUTES,Belgium,887427,11132258
2008,071,COFFEE AND COFFEE SUBSTITUTES,France,2871829,3392631
2008,071,COFFEE AND COFFEE SUBSTITUTES,Germany,13694785,157836957
2008,071,COFFEE AND COFFEE SUBSTITUTES,Austria,0,230361
2008,071,COFFEE AND COFFEE SUBSTITUTES,Czech Republic,3255,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Hungary,10670,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Switzerland,1100096,39257715
2008,071,COFFEE AND COFFEE SUBSTITUTES,Latvia,3261833,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Lithuania,31442,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Poland,807609,989715
2008,071,COFFEE AND COFFEE SUBSTITUTES,Russia,23133876,200655
2008,071,COFFEE AND COFFEE SUBSTITUTES,Ukraine,0,15562
2008,071,COFFEE AND COFFEE SUBSTITUTES,Azerbaijan,3464,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Georgia,17820,69634
2008,071,COFFEE AND COFFEE SUBSTITUTES,Moldova,5123,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Spain,443113,4029366
2008,071,COFFEE AND COFFEE SUBSTITUTES,Portugal,103615,765581
2008,071,COFFEE AND COFFEE SUBSTITUTES,Italy,1145117,47532721
2008,071,COFFEE AND COFFEE SUBSTITUTES,Croatia,0,137853
2008,071,COFFEE AND COFFEE SUBSTITUTES,Slovenia,0,16141
2008,071,COFFEE AND COFFEE SUBSTITUTES,Bosnia and Herzegovina,0,1086649
2008,071,COFFEE AND COFFEE SUBSTITUTES,Macedonia,32400,376009
2008,071,COFFEE AND COFFEE SUBSTITUTES,Serbia,0,182983
2008,071,COFFEE AND COFFEE SUBSTITUTES,Montenegro,4596,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Albania,27660,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Greece,563674,2082215
2008,071,COFFEE AND COFFEE SUBSTITUTES,Romania,58997,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Bulgaria,49770,2766
2008,071,COFFEE AND COFFEE SUBSTITUTES,Turkey,220483,234778
2008,071,COFFEE AND COFFEE SUBSTITUTES,Cyprus,407006,8364
2008,071,COFFEE AND COFFEE SUBSTITUTES,Lebanon,714579,1272015
2008,071,COFFEE AND COFFEE SUBSTITUTES,Israel,462976,1707754
2008,071,COFFEE AND COFFEE SUBSTITUTES,Jordan,183660,17967
2008,071,COFFEE AND COFFEE SUBSTITUTES,Kuwait,1076445,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Saudi Arabia,2404096,37057
2008,071,COFFEE AND COFFEE SUBSTITUTES,Qatar,343278,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,United Arab Emirates,978559,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Yemen,9325,5137853
2008,071,COFFEE AND COFFEE SUBSTITUTES,Oman,9522,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Bahrain,266277,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,India,37230,8714396
2008,071,COFFEE AND COFFEE SUBSTITUTES,Pakistan,3115,4146
2008,071,COFFEE AND COFFEE SUBSTITUTES,Sri Lanka,25618,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Thailand,678387,4107788
2008,071,COFFEE AND COFFEE SUBSTITUTES,Vietnam,114677,311558678
2008,071,COFFEE AND COFFEE SUBSTITUTES,Laos,0,3700642
2008,071,COFFEE AND COFFEE SUBSTITUTES,Malaysia,1406952,29897239
2008,071,COFFEE AND COFFEE SUBSTITUTES,Singapore,15358285,2056007
2008,071,COFFEE AND COFFEE SUBSTITUTES,Indonesia,1231680,249925959
2008,071,COFFEE AND COFFEE SUBSTITUTES,Brunei,19939,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Philippines,1605198,12095
2008,071,COFFEE AND COFFEE SUBSTITUTES,Maldives,8650,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,China,13390860,3532245
2008,071,COFFEE AND COFFEE SUBSTITUTES,"Korea, South",13574640,4433672
2008,071,COFFEE AND COFFEE SUBSTITUTES,Hong Kong,1822174,9522
2008,071,COFFEE AND COFFEE SUBSTITUTES,Taiwan,4459400,186889
2008,071,COFFEE AND COFFEE SUBSTITUTES,Japan,56275185,7119366
2008,071,COFFEE AND COFFEE SUBSTITUTES,Australia,1768585,116269
2008,071,COFFEE AND COFFEE SUBSTITUTES,Papua New Guinea,0,35856185
2008,071,COFFEE AND COFFEE SUBSTITUTES,New Zealand,864079,18286
2008,071,COFFEE AND COFFEE SUBSTITUTES,Samoa,11129,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Marshall Islands,2524,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Micronesia,3202,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Palau,12161,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Fiji,8495,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Algeria,617739,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Egypt,339895,407929
2008,071,COFFEE AND COFFEE SUBSTITUTES,Equatorial Guinea,26986,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Cameroon,0,340285
2008,071,COFFEE AND COFFEE SUBSTITUTES,Guinea,5689,305438
2008,071,COFFEE AND COFFEE SUBSTITUTES,Cote d'Ivoire,5649,1358145
2008,071,COFFEE AND COFFEE SUBSTITUTES,Ghana,4695,26120
2008,071,COFFEE AND COFFEE SUBSTITUTES,Nigeria,121251,0
2008,071,COFFEE AND COFFEE SUBSTITUTES,Congo (Brazzaville),0,75855
2008,071,COFFEE AND COFFEE SUBSTITUTES,Congo (Kinshasa),0,538443
2008,071,COFFEE AND COFFEE SUBSTITUTES,Burundi,0,2933746
2008,071,COFFEE AND COFFEE SUBSTITUTES,Rwanda,0,9829413
2008,071,COFFEE AND COFFEE SUBSTITUTES,Ethiopia,0,79049821
2008,071,COFFEE AND COFFEE SUBSTITUTES,Djibouti,0,1025496
2008,071,COFFEE AND COFFEE SUBSTITUTES,Uganda,0,11031763
2008,071,COFFEE AND COFFEE SUBSTITUTES,Kenya,2970,37397394
2008,071,COFFEE AND COFFEE SUBSTITUTES,Tanzania,0,16395639
2008,071,COFFEE AND COFFEE SUBSTITUTES,Madagascar,0,1788603
2008,071,COFFEE AND COFFEE SUBSTITUTES,South Africa,844832,501677
2008,071,COFFEE AND COFFEE SUBSTITUTES,Zambia,0,533729
2008,071,COFFEE AND COFFEE SUBSTITUTES,Zimbabwe,0,441237
2008,071,COFFEE AND COFFEE SUBSTITUTES,Malawi,0,422223
2009,071,COFFEE AND COFFEE SUBSTITUTES,Canada,557140618,184043283
2009,071,COFFEE AND COFFEE SUBSTITUTES,Mexico,12840153,336817695
2009,071,COFFEE AND COFFEE SUBSTITUTES,Guatemala,262268,347817621
2009,071,COFFEE AND COFFEE SUBSTITUTES,Belize,1438966,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,El Salvador,227171,86545973
2009,071,COFFEE AND COFFEE SUBSTITUTES,Honduras,96172,76986900
2009,071,COFFEE AND COFFEE SUBSTITUTES,Nicaragua,57814,115862591
2009,071,COFFEE AND COFFEE SUBSTITUTES,Costa Rica,100251,158431994
2009,071,COFFEE AND COFFEE SUBSTITUTES,Panama,376798,7933157
2009,071,COFFEE AND COFFEE SUBSTITUTES,Bermuda,1846231,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Bahamas,1552118,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Jamaica,359840,4923299
2009,071,COFFEE AND COFFEE SUBSTITUTES,Turks and Caicos Islands,36849,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Cayman Islands,361408,6919
2009,071,COFFEE AND COFFEE SUBSTITUTES,Haiti,2698,45689
2009,071,COFFEE AND COFFEE SUBSTITUTES,Dominican Republic,510744,11763749
2009,071,COFFEE AND COFFEE SUBSTITUTES,British Virgin Islands,45016,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,St Kitts and Nevis,40483,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Antigua and Barbuda,18957,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Dominica,21829,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,St Lucia,74774,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,St Vincent and the Grenadines,10753,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Grenada,17939,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Barbados,309818,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Trinidad and Tobago,897603,15883
2009,071,COFFEE AND COFFEE SUBSTITUTES,Netherlands Antilles,142020,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Aruba,236726,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Colombia,484657,803773310
2009,071,COFFEE AND COFFEE SUBSTITUTES,Venezuela,116760,703735
2009,071,COFFEE AND COFFEE SUBSTITUTES,Guyana,213571,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Suriname,3780,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Ecuador,524355,9795455
2009,071,COFFEE AND COFFEE SUBSTITUTES,Peru,432951,167047648
2009,071,COFFEE AND COFFEE SUBSTITUTES,Bolivia,4497,5303754
2009,071,COFFEE AND COFFEE SUBSTITUTES,Chile,905917,36114
2009,071,COFFEE AND COFFEE SUBSTITUTES,Brazil,1468001,863098728
2009,071,COFFEE AND COFFEE SUBSTITUTES,Uruguay,231433,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Argentina,336403,2359
2009,071,COFFEE AND COFFEE SUBSTITUTES,Iceland,30643,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Sweden,987142,27772208
2009,071,COFFEE AND COFFEE SUBSTITUTES,Norway,130452,45159
2009,071,COFFEE AND COFFEE SUBSTITUTES,Finland,518896,16424
2009,071,COFFEE AND COFFEE SUBSTITUTES,Denmark,841901,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,United Kingdom,3826765,4693266
2009,071,COFFEE AND COFFEE SUBSTITUTES,Ireland,131812,15821
2009,071,COFFEE AND COFFEE SUBSTITUTES,Netherlands,4853848,2932582
2009,071,COFFEE AND COFFEE SUBSTITUTES,Belgium,1169450,4359527
2009,071,COFFEE AND COFFEE SUBSTITUTES,France,2027069,4956953
2009,071,COFFEE AND COFFEE SUBSTITUTES,Germany,5829397,137489763
2009,071,COFFEE AND COFFEE SUBSTITUTES,Austria,0,282004
2009,071,COFFEE AND COFFEE SUBSTITUTES,Switzerland,230907,56355504
2009,071,COFFEE AND COFFEE SUBSTITUTES,Latvia,578439,5126
2009,071,COFFEE AND COFFEE SUBSTITUTES,Poland,4952375,1493291
2009,071,COFFEE AND COFFEE SUBSTITUTES,Russia,9280642,44890
2009,071,COFFEE AND COFFEE SUBSTITUTES,Belarus,14390,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Ukraine,0,136614
2009,071,COFFEE AND COFFEE SUBSTITUTES,Georgia,3000,47747
2009,071,COFFEE AND COFFEE SUBSTITUTES,Kazakhstan,10000,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Spain,2375661,8260264
2009,071,COFFEE AND COFFEE SUBSTITUTES,Portugal,584494,920573
2009,071,COFFEE AND COFFEE SUBSTITUTES,Italy,979784,42463295
2009,071,COFFEE AND COFFEE SUBSTITUTES,Croatia,0,209382
2009,071,COFFEE AND COFFEE SUBSTITUTES,Slovenia,6600,37357
2009,071,COFFEE AND COFFEE SUBSTITUTES,Bosnia and Herzegovina,0,1064124
2009,071,COFFEE AND COFFEE SUBSTITUTES,Macedonia,0,191966
2009,071,COFFEE AND COFFEE SUBSTITUTES,Serbia,0,164069
2009,071,COFFEE AND COFFEE SUBSTITUTES,Montenegro,3064,13924
2009,071,COFFEE AND COFFEE SUBSTITUTES,Greece,546506,2367774
2009,071,COFFEE AND COFFEE SUBSTITUTES,Romania,115759,3084
2009,071,COFFEE AND COFFEE SUBSTITUTES,Bulgaria,27409,151279
2009,071,COFFEE AND COFFEE SUBSTITUTES,Turkey,183476,351636
2009,071,COFFEE AND COFFEE SUBSTITUTES,Cyprus,124374,9591
2009,071,COFFEE AND COFFEE SUBSTITUTES,Syria,0,20300
2009,071,COFFEE AND COFFEE SUBSTITUTES,Lebanon,164110,1343459
2009,071,COFFEE AND COFFEE SUBSTITUTES,Iraq,5800,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Israel,376355,1659010
2009,071,COFFEE AND COFFEE SUBSTITUTES,Jordan,212434,144612
2009,071,COFFEE AND COFFEE SUBSTITUTES,Kuwait,765612,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Saudi Arabia,2756222,41091
2009,071,COFFEE AND COFFEE SUBSTITUTES,Qatar,531692,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,United Arab Emirates,1120713,117041
2009,071,COFFEE AND COFFEE SUBSTITUTES,Yemen,67988,1898138
2009,071,COFFEE AND COFFEE SUBSTITUTES,Oman,19091,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Bahrain,222337,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,India,835404,9253908
2009,071,COFFEE AND COFFEE SUBSTITUTES,Nepal,0,65369
2009,071,COFFEE AND COFFEE SUBSTITUTES,Bangladesh,3506,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Sri Lanka,17123,34314
2009,071,COFFEE AND COFFEE SUBSTITUTES,Thailand,808866,1866678
2009,071,COFFEE AND COFFEE SUBSTITUTES,Vietnam,51473,281963605
2009,071,COFFEE AND COFFEE SUBSTITUTES,Laos,0,2626026
2009,071,COFFEE AND COFFEE SUBSTITUTES,Malaysia,2173683,31548507
2009,071,COFFEE AND COFFEE SUBSTITUTES,Singapore,13686313,794413
2009,071,COFFEE AND COFFEE SUBSTITUTES,Indonesia,902202,210671541
2009,071,COFFEE AND COFFEE SUBSTITUTES,Timor-Leste,7550,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Brunei,49797,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Philippines,1672509,97781
2009,071,COFFEE AND COFFEE SUBSTITUTES,China,8896272,3212692
2009,071,COFFEE AND COFFEE SUBSTITUTES,"Korea, South",21646265,4032148
2009,071,COFFEE AND COFFEE SUBSTITUTES,Hong Kong,2509263,18165
2009,071,COFFEE AND COFFEE SUBSTITUTES,Taiwan,5715831,659217
2009,071,COFFEE AND COFFEE SUBSTITUTES,Japan,49657472,7564988
2009,071,COFFEE AND COFFEE SUBSTITUTES,Australia,1612645,47841
2009,071,COFFEE AND COFFEE SUBSTITUTES,Papua New Guinea,4280,40658638
2009,071,COFFEE AND COFFEE SUBSTITUTES,New Zealand,984104,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Samoa,19428,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,French Polynesia,25066,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Marshall Islands,25204,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Palau,13005,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Fiji,11663,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Egypt,121373,488473
2009,071,COFFEE AND COFFEE SUBSTITUTES,Equatorial Guinea,46656,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Cameroon,0,2292373
2009,071,COFFEE AND COFFEE SUBSTITUTES,Senegal,0,5253
2009,071,COFFEE AND COFFEE SUBSTITUTES,Guinea,0,48118
2009,071,COFFEE AND COFFEE SUBSTITUTES,Sierra Leone,12013,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Cote d'Ivoire,3021,90438
2009,071,COFFEE AND COFFEE SUBSTITUTES,Ghana,3107,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Togo,0,113799
2009,071,COFFEE AND COFFEE SUBSTITUTES,Nigeria,22060,35317
2009,071,COFFEE AND COFFEE SUBSTITUTES,Angola,8762,0
2009,071,COFFEE AND COFFEE SUBSTITUTES,Guinea-Bissau,0,9483
2009,071,COFFEE AND COFFEE SUBSTITUTES,Liberia,2918,0
