Year,SITC,sitc_sdesc,Country,Export,Import
1996,071,COFFEE AND COFFEE SUBSTITUTES,Armenia,0,54782
1996,071,COFFEE AND COFFEE SUBSTITUTES,Georgia,66000,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Spain,853484,381984
1996,071,COFFEE AND COFFEE SUBSTITUTES,Portugal,21918,321904
1996,071,COFFEE AND COFFEE SUBSTITUTES,Italy,1004068,17652225
1996,071,COFFEE AND COFFEE SUBSTITUTES,Croatia,0,59984
1996,071,COFFEE AND COFFEE SUBSTITUTES,Greece,523389,1097860
1996,071,COFFEE AND COFFEE SUBSTITUTES,Romania,514921,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Turkey,30703,27304
1996,071,COFFEE AND COFFEE SUBSTITUTES,Cyprus,0,7813
1996,071,COFFEE AND COFFEE SUBSTITUTES,Lebanon,197168,352319
1996,071,COFFEE AND COFFEE SUBSTITUTES,Israel,1108635,284470
1996,071,COFFEE AND COFFEE SUBSTITUTES,Jordan,33901,1918
1996,071,COFFEE AND COFFEE SUBSTITUTES,Kuwait,97214,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Saudi Arabia,3256850,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Qatar,161081,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,United Arab Emirates,876411,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Yemen,0,2376903
1996,071,COFFEE AND COFFEE SUBSTITUTES,Oman,14102,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Bahrain,90087,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,India,4729,46562006
1996,071,COFFEE AND COFFEE SUBSTITUTES,Pakistan,13425,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Bangladesh,172791,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Sri Lanka,828797,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Burma,124077,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Thailand,838714,76731358
1996,071,COFFEE AND COFFEE SUBSTITUTES,Vietnam,319932,116742542
1996,071,COFFEE AND COFFEE SUBSTITUTES,Cambodia,87940,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Malaysia,33831,143615
1996,071,COFFEE AND COFFEE SUBSTITUTES,Singapore,5299443,1889641
1996,071,COFFEE AND COFFEE SUBSTITUTES,Indonesia,51298,139011562
1996,071,COFFEE AND COFFEE SUBSTITUTES,Philippines,4445625,39930
1996,071,COFFEE AND COFFEE SUBSTITUTES,China,4997827,18779
1996,071,COFFEE AND COFFEE SUBSTITUTES,"Korea, South",13228827,297866
1996,071,COFFEE AND COFFEE SUBSTITUTES,Hong Kong,3353005,9613
1996,071,COFFEE AND COFFEE SUBSTITUTES,Taiwan,4246743,980708
1996,071,COFFEE AND COFFEE SUBSTITUTES,Japan,21491950,502913
1996,071,COFFEE AND COFFEE SUBSTITUTES,Australia,1401452,2331
1996,071,COFFEE AND COFFEE SUBSTITUTES,Papua New Guinea,0,14920453
1996,071,COFFEE AND COFFEE SUBSTITUTES,New Zealand,359271,8105
1996,071,COFFEE AND COFFEE SUBSTITUTES,French Polynesia,9760,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Marshall Islands,17058,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Palau,19031,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Morocco,0,77176
1996,071,COFFEE AND COFFEE SUBSTITUTES,Algeria,1161612,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Egypt,0,18000
1996,071,COFFEE AND COFFEE SUBSTITUTES,Cameroon,0,7587922
1996,071,COFFEE AND COFFEE SUBSTITUTES,Guinea,0,678336
1996,071,COFFEE AND COFFEE SUBSTITUTES,Sierra Leone,8000,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Cote d'Ivoire,7437,2654996
1996,071,COFFEE AND COFFEE SUBSTITUTES,Ghana,156604,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Nigeria,11900,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Cabo Verde,73201,0
1996,071,COFFEE AND COFFEE SUBSTITUTES,Burundi,0,517389
1996,071,COFFEE AND COFFEE SUBSTITUTES,Rwanda,0,7566982
1996,071,COFFEE AND COFFEE SUBSTITUTES,Ethiopia,2509,21777183
1996,071,COFFEE AND COFFEE SUBSTITUTES,Uganda,0,16087806
1996,071,COFFEE AND COFFEE SUBSTITUTES,Kenya,7614,18084636
1996,071,COFFEE AND COFFEE SUBSTITUTES,Tanzania,0,2009769
1996,071,COFFEE AND COFFEE SUBSTITUTES,Mauritius,52800,54513
1996,071,COFFEE AND COFFEE SUBSTITUTES,Mozambique,0,29337
1996,071,COFFEE AND COFFEE SUBSTITUTES,South Africa,34543,296909
1996,071,COFFEE AND COFFEE SUBSTITUTES,Zambia,0,366049
1996,071,COFFEE AND COFFEE SUBSTITUTES,Zimbabwe,70724,1026143
1996,071,COFFEE AND COFFEE SUBSTITUTES,Malawi,0,464079
1997,071,COFFEE AND COFFEE SUBSTITUTES,Canada,308338847,80948136
1997,071,COFFEE AND COFFEE SUBSTITUTES,Mexico,23939351,674197987
1997,071,COFFEE AND COFFEE SUBSTITUTES,Guatemala,183740,414107542
1997,071,COFFEE AND COFFEE SUBSTITUTES,Belize,75075,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,El Salvador,138792,103352152
1997,071,COFFEE AND COFFEE SUBSTITUTES,Honduras,62867,69340622
1997,071,COFFEE AND COFFEE SUBSTITUTES,Nicaragua,375678,17350277
1997,071,COFFEE AND COFFEE SUBSTITUTES,Costa Rica,47873,137949757
1997,071,COFFEE AND COFFEE SUBSTITUTES,Panama,35183,15190893
1997,071,COFFEE AND COFFEE SUBSTITUTES,Bermuda,605524,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Bahamas,984910,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Jamaica,27780,3270612
1997,071,COFFEE AND COFFEE SUBSTITUTES,Cayman Islands,109951,83259
1997,071,COFFEE AND COFFEE SUBSTITUTES,Haiti,3154,445469
1997,071,COFFEE AND COFFEE SUBSTITUTES,Dominican Republic,81859,35367129
1997,071,COFFEE AND COFFEE SUBSTITUTES,Anguilla,2845,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,British Virgin Islands,23029,3416187
1997,071,COFFEE AND COFFEE SUBSTITUTES,St Kitts and Nevis,15540,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Antigua and Barbuda,36251,96973
1997,071,COFFEE AND COFFEE SUBSTITUTES,Dominica,0,19090
1997,071,COFFEE AND COFFEE SUBSTITUTES,St Lucia,92336,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,St Vincent and the Grenadines,12165,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Grenada,4328,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Barbados,200622,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Trinidad and Tobago,65575,138616
1997,071,COFFEE AND COFFEE SUBSTITUTES,Netherlands Antilles,99027,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Aruba,99950,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Colombia,325695,800197335
1997,071,COFFEE AND COFFEE SUBSTITUTES,Venezuela,93281,12373027
1997,071,COFFEE AND COFFEE SUBSTITUTES,Guyana,382938,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,French Guiana,120000,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Ecuador,402954,65935377
1997,071,COFFEE AND COFFEE SUBSTITUTES,Peru,140844,175313026
1997,071,COFFEE AND COFFEE SUBSTITUTES,Bolivia,19277,2272883
1997,071,COFFEE AND COFFEE SUBSTITUTES,Chile,197369,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Brazil,59396,506687540
1997,071,COFFEE AND COFFEE SUBSTITUTES,Paraguay,207477,97900
1997,071,COFFEE AND COFFEE SUBSTITUTES,Uruguay,3507,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Argentina,287176,686129
1997,071,COFFEE AND COFFEE SUBSTITUTES,Iceland,18613,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Sweden,321368,40394613
1997,071,COFFEE AND COFFEE SUBSTITUTES,Norway,196099,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Finland,4255030,48201
1997,071,COFFEE AND COFFEE SUBSTITUTES,Denmark,105245,5466
1997,071,COFFEE AND COFFEE SUBSTITUTES,United Kingdom,2642429,7027023
1997,071,COFFEE AND COFFEE SUBSTITUTES,Ireland,862220,4910
1997,071,COFFEE AND COFFEE SUBSTITUTES,Netherlands,3262367,38830809
1997,071,COFFEE AND COFFEE SUBSTITUTES,Belgium,972150,388446
1997,071,COFFEE AND COFFEE SUBSTITUTES,France,2822639,44129508
1997,071,COFFEE AND COFFEE SUBSTITUTES,Germany,8816134,99196399
1997,071,COFFEE AND COFFEE SUBSTITUTES,Austria,0,1196851
1997,071,COFFEE AND COFFEE SUBSTITUTES,Czech Republic,117705,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Switzerland,3380688,37148489
1997,071,COFFEE AND COFFEE SUBSTITUTES,Estonia,6761,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Latvia,341950,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Lithuania,615690,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Poland,598015,267495
1997,071,COFFEE AND COFFEE SUBSTITUTES,Russia,10849184,4763
1997,071,COFFEE AND COFFEE SUBSTITUTES,Ukraine,67406,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Moldova,6500,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Spain,274801,4567658
1997,071,COFFEE AND COFFEE SUBSTITUTES,Portugal,0,355458
1997,071,COFFEE AND COFFEE SUBSTITUTES,Italy,1910615,16711698
1997,071,COFFEE AND COFFEE SUBSTITUTES,Croatia,0,91314
1997,071,COFFEE AND COFFEE SUBSTITUTES,Slovenia,0,1342
1997,071,COFFEE AND COFFEE SUBSTITUTES,Greece,428728,623088
1997,071,COFFEE AND COFFEE SUBSTITUTES,Romania,41000,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Bulgaria,20000,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Turkey,74717,31015
1997,071,COFFEE AND COFFEE SUBSTITUTES,Cyprus,6069,5161
1997,071,COFFEE AND COFFEE SUBSTITUTES,Syria,57000,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Lebanon,135830,455596
1997,071,COFFEE AND COFFEE SUBSTITUTES,Israel,4546521,376549
1997,071,COFFEE AND COFFEE SUBSTITUTES,Jordan,32697,3035
1997,071,COFFEE AND COFFEE SUBSTITUTES,Kuwait,65960,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Saudi Arabia,2693009,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Qatar,13472,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,United Arab Emirates,1061150,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Yemen,48075,3363732
1997,071,COFFEE AND COFFEE SUBSTITUTES,India,677798,42546386
1997,071,COFFEE AND COFFEE SUBSTITUTES,Bangladesh,209808,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Sri Lanka,593236,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Thailand,463539,48616345
1997,071,COFFEE AND COFFEE SUBSTITUTES,Vietnam,0,112716015
1997,071,COFFEE AND COFFEE SUBSTITUTES,Laos,0,303684
1997,071,COFFEE AND COFFEE SUBSTITUTES,Malaysia,129338,78556
1997,071,COFFEE AND COFFEE SUBSTITUTES,Singapore,3722149,6857989
1997,071,COFFEE AND COFFEE SUBSTITUTES,Indonesia,152259,166267491
1997,071,COFFEE AND COFFEE SUBSTITUTES,Brunei,4381,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Philippines,2115269,50699
1997,071,COFFEE AND COFFEE SUBSTITUTES,China,812342,1355056
1997,071,COFFEE AND COFFEE SUBSTITUTES,"Korea, South",16023410,338727
1997,071,COFFEE AND COFFEE SUBSTITUTES,Hong Kong,18166324,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Taiwan,3441836,5236
1997,071,COFFEE AND COFFEE SUBSTITUTES,Japan,13205472,255270
1997,071,COFFEE AND COFFEE SUBSTITUTES,Australia,1782042,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Papua New Guinea,0,16660652
1997,071,COFFEE AND COFFEE SUBSTITUTES,New Zealand,377993,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,French Polynesia,16146,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Marshall Islands,24758,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Micronesia,21617,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Palau,62090,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Fiji,13412,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Morocco,0,77755
1997,071,COFFEE AND COFFEE SUBSTITUTES,Algeria,27256,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Tunisia,0,62723
1997,071,COFFEE AND COFFEE SUBSTITUTES,Egypt,0,19956
1997,071,COFFEE AND COFFEE SUBSTITUTES,Equatorial Guinea,2702,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Cameroon,0,6965194
1997,071,COFFEE AND COFFEE SUBSTITUTES,Guinea,8020,3836448
1997,071,COFFEE AND COFFEE SUBSTITUTES,Sierra Leone,0,46619
1997,071,COFFEE AND COFFEE SUBSTITUTES,Cote d'Ivoire,0,14130736
1997,071,COFFEE AND COFFEE SUBSTITUTES,Ghana,79437,75801
1997,071,COFFEE AND COFFEE SUBSTITUTES,Togo,0,63905
1997,071,COFFEE AND COFFEE SUBSTITUTES,Nigeria,32000,405813
1997,071,COFFEE AND COFFEE SUBSTITUTES,Congo (Brazzaville),0,144714
1997,071,COFFEE AND COFFEE SUBSTITUTES,Cabo Verde,7398,0
1997,071,COFFEE AND COFFEE SUBSTITUTES,Congo (Kinshasa),0,279219
1997,071,COFFEE AND COFFEE SUBSTITUTES,Burundi,0,14228125
1997,071,COFFEE AND COFFEE SUBSTITUTES,Rwanda,0,2537091
1997,071,COFFEE AND COFFEE SUBSTITUTES,Ethiopia,0,64025827
1997,071,COFFEE AND COFFEE SUBSTITUTES,Uganda,0,37278917
1997,071,COFFEE AND COFFEE SUBSTITUTES,Kenya,29262,22099297
1997,071,COFFEE AND COFFEE SUBSTITUTES,Tanzania,0,2782744
1997,071,COFFEE AND COFFEE SUBSTITUTES,Mauritius,0,269408
1997,071,COFFEE AND COFFEE SUBSTITUTES,Madagascar,0,3170777
1997,071,COFFEE AND COFFEE SUBSTITUTES,Comoros,0,13386
1997,071,COFFEE AND COFFEE SUBSTITUTES,South Africa,87015,3117046
1997,071,COFFEE AND COFFEE SUBSTITUTES,Zambia,0,91954
1997,071,COFFEE AND COFFEE SUBSTITUTES,Zimbabwe,5205,2200348
1997,071,COFFEE AND COFFEE SUBSTITUTES,Malawi,0,299254
1998,071,COFFEE AND COFFEE SUBSTITUTES,Canada,375200172,143104943
1998,071,COFFEE AND COFFEE SUBSTITUTES,Mexico,24654419,520292844
1998,071,COFFEE AND COFFEE SUBSTITUTES,Guatemala,274254,306476389
1998,071,COFFEE AND COFFEE SUBSTITUTES,Belize,0,29229
1998,071,COFFEE AND COFFEE SUBSTITUTES,El Salvador,80067,90621884
1998,071,COFFEE AND COFFEE SUBSTITUTES,Honduras,25939,126204910
1998,071,COFFEE AND COFFEE SUBSTITUTES,Nicaragua,392332,28990612
1998,071,COFFEE AND COFFEE SUBSTITUTES,Costa Rica,18407,159465847
1998,071,COFFEE AND COFFEE SUBSTITUTES,Panama,248006,21024133
1998,071,COFFEE AND COFFEE SUBSTITUTES,Bermuda,425679,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Bahamas,996278,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Jamaica,67502,1462050
1998,071,COFFEE AND COFFEE SUBSTITUTES,Turks and Caicos Islands,8807,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Cayman Islands,231228,131530
1998,071,COFFEE AND COFFEE SUBSTITUTES,Haiti,0,788445
1998,071,COFFEE AND COFFEE SUBSTITUTES,Dominican Republic,76725,33476159
1998,071,COFFEE AND COFFEE SUBSTITUTES,British Virgin Islands,29294,66073
1998,071,COFFEE AND COFFEE SUBSTITUTES,St Kitts and Nevis,6082,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Antigua and Barbuda,26913,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Montserrat,0,2410
1998,071,COFFEE AND COFFEE SUBSTITUTES,Dominica,0,18904
1998,071,COFFEE AND COFFEE SUBSTITUTES,St Lucia,68196,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,St Vincent and the Grenadines,11675,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Barbados,167781,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Trinidad and Tobago,86234,195305
1998,071,COFFEE AND COFFEE SUBSTITUTES,Netherlands Antilles,1083534,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Aruba,183952,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Colombia,114166,703216431
1998,071,COFFEE AND COFFEE SUBSTITUTES,Venezuela,87570,18896335
1998,071,COFFEE AND COFFEE SUBSTITUTES,Guyana,121283,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,French Guiana,314000,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Ecuador,101155,43476074
1998,071,COFFEE AND COFFEE SUBSTITUTES,Peru,154399,126239903
1998,071,COFFEE AND COFFEE SUBSTITUTES,Bolivia,0,899061
1998,071,COFFEE AND COFFEE SUBSTITUTES,Chile,61740,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Brazil,16800,422690999
1998,071,COFFEE AND COFFEE SUBSTITUTES,Paraguay,37233,222118
1998,071,COFFEE AND COFFEE SUBSTITUTES,Uruguay,34117,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Argentina,376533,196345
1998,071,COFFEE AND COFFEE SUBSTITUTES,Iceland,35528,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Sweden,82899,35242305
1998,071,COFFEE AND COFFEE SUBSTITUTES,Norway,408071,2832
1998,071,COFFEE AND COFFEE SUBSTITUTES,Finland,3045160,7191
1998,071,COFFEE AND COFFEE SUBSTITUTES,Denmark,505786,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,United Kingdom,3119403,3251316
1998,071,COFFEE AND COFFEE SUBSTITUTES,Ireland,245952,204129
1998,071,COFFEE AND COFFEE SUBSTITUTES,Netherlands,1828110,37553759
1998,071,COFFEE AND COFFEE SUBSTITUTES,Belgium,4671089,933822
1998,071,COFFEE AND COFFEE SUBSTITUTES,France,4150237,30315639
1998,071,COFFEE AND COFFEE SUBSTITUTES,Germany,3636878,91404316
1998,071,COFFEE AND COFFEE SUBSTITUTES,Austria,0,382762
1998,071,COFFEE AND COFFEE SUBSTITUTES,Czech Republic,190164,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Switzerland,954801,4031297
1998,071,COFFEE AND COFFEE SUBSTITUTES,Latvia,854801,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Lithuania,553376,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Poland,3275,242689
1998,071,COFFEE AND COFFEE SUBSTITUTES,Russia,5576868,14403
1998,071,COFFEE AND COFFEE SUBSTITUTES,Belarus,107822,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Ukraine,197883,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Georgia,3184,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Moldova,30000,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Spain,356246,2897890
1998,071,COFFEE AND COFFEE SUBSTITUTES,Portugal,21381,250316
1998,071,COFFEE AND COFFEE SUBSTITUTES,Malta,26262,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Italy,1503567,16020940
1998,071,COFFEE AND COFFEE SUBSTITUTES,Croatia,0,115849
1998,071,COFFEE AND COFFEE SUBSTITUTES,Greece,384200,1268317
1998,071,COFFEE AND COFFEE SUBSTITUTES,Bulgaria,54999,111282
1998,071,COFFEE AND COFFEE SUBSTITUTES,Turkey,101655,55477
1998,071,COFFEE AND COFFEE SUBSTITUTES,Cyprus,0,47047
1998,071,COFFEE AND COFFEE SUBSTITUTES,Lebanon,128532,436482
1998,071,COFFEE AND COFFEE SUBSTITUTES,Israel,2235823,403352
1998,071,COFFEE AND COFFEE SUBSTITUTES,Jordan,67313,5665
1998,071,COFFEE AND COFFEE SUBSTITUTES,Kuwait,77126,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Saudi Arabia,2829019,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Qatar,71450,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,United Arab Emirates,1147655,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Yemen,0,2388620
1998,071,COFFEE AND COFFEE SUBSTITUTES,Oman,65619,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Bahrain,32479,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,India,625678,41217596
1998,071,COFFEE AND COFFEE SUBSTITUTES,Sri Lanka,499477,326209
1998,071,COFFEE AND COFFEE SUBSTITUTES,Burma,81737,41191
1998,071,COFFEE AND COFFEE SUBSTITUTES,Thailand,490437,41277248
1998,071,COFFEE AND COFFEE SUBSTITUTES,Vietnam,127983,152011362
1998,071,COFFEE AND COFFEE SUBSTITUTES,Malaysia,413892,84511
1998,071,COFFEE AND COFFEE SUBSTITUTES,Singapore,4142787,1760611
1998,071,COFFEE AND COFFEE SUBSTITUTES,Indonesia,78576,159679833
1998,071,COFFEE AND COFFEE SUBSTITUTES,Philippines,1154673,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Macau,51616,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,China,526316,441479
1998,071,COFFEE AND COFFEE SUBSTITUTES,"Korea, South",5598783,132947
1998,071,COFFEE AND COFFEE SUBSTITUTES,Hong Kong,3706267,231133
1998,071,COFFEE AND COFFEE SUBSTITUTES,Taiwan,1610612,535526
1998,071,COFFEE AND COFFEE SUBSTITUTES,Japan,15096463,823843
1998,071,COFFEE AND COFFEE SUBSTITUTES,Australia,1476029,6171
1998,071,COFFEE AND COFFEE SUBSTITUTES,Papua New Guinea,0,15248968
1998,071,COFFEE AND COFFEE SUBSTITUTES,New Zealand,560807,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,French Polynesia,25826,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Marshall Islands,6844,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Micronesia,50805,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Palau,39421,0
1998,071,COFFEE AND COFFEE SUBSTITUTES,Fiji,5158,4236
1998,071,COFFEE AND COFFEE SUBSTITUTES,Morocco,4714,232861
1998,071,COFFEE AND COFFEE SUBSTITUTES,Algeria,0,1967966
1998,071,COFFEE AND COFFEE SUBSTITUTES,Egypt,0,190216
1998,071,COFFEE AND COFFEE SUBSTITUTES,Western Sahara,0,2223
